text,sarcasm_label
@user yip most likely the next time i get #suckered into #making anotherone 😜,0
corny jokes are my absolute favorite,0
cats are so cute i wish i wasn't allergic 😭😭,0
also it is funny how things at work get done when i'm on my off week #sarcasm,1
@user remember when pres. spoke of how great america is and how strong we the people are if we work together?,0
#notcias #eu #europ conselho europeu [NUM]-[NUM] dezembro [NUM] - click here for more up-to-date information on the euro...,0
@user my favourite day of the year !!!!,1
@user breaking: #realjournalist bullying major problem in nation's high schools.,0
@user continuing with that wonderful customer service ?,1
@user ndp to introduce bill to make ohip public #not appropriate # confidentiality,0
@user i'll take the physical challenge!,0
#photography #photoshop #photos #art #eyecandy #bible on #tsu 💁🎄🎅 ||#follow,0
oh this is back in #advancedwarfare xd|#justcodthing,0
loooovvveeeeeee when my phone gets wiped -.- #not,1
one of many reasons i dislike #alabama fans. #auburn #rolltide #myass #jakellmitchell,0
what i did for my food at the spanish party!,0
unless he's changed @user,0
"@user hello, can you give me an guess when xbox core services will be fixed?",0
she's in malawi and i'm stuck in joburg fair,0
@user sent it but too slow. i had already posted.,0
@user we all have our crosses to bear. lol,1
well @user i watched'making of' clip about drive rescored. now i see how easily composers do it! #,1
waking up with your cat attacking your hand is always delightful..... #not,1
@user yeah. i hated it. :),0
@user all the more reason for it. competition breeds innovation & the consumer wins.,0
@user shows you that apc is a free and fair party#run by intellectuals#and this is what we call democracy dictatorship#,0
gotta record my favorite show tamar&vince season finale!!!💜,0
interesting stats. po's are good! the bad apples ruin it for all.|[URL] #tcot #ferguson #ericgarner,0
@user putting [NUM] between muhammad and ali? i find your own twitter id quite blasphemic and offending,1
"@user the more liberal the city, the more class and intelligence it exudes.",1
"@user the ones who did this, and the ones who support this,cannot be human.radical islam =satan's army.#peshawarattack",0
marty posts facts with proof you? you make shit up @user,0
#science of the #gardenofeden - #eden #kenthovind #christian #jesus #christ #c...,0
being able to think your self angry is such a nice gift to have... #itsacurse,1
"dear #usps, if it has this address, it comes here. no matter the name. if there's a mistake, we'll fix it. #thanksfortheannoyingnote",1
air passenger duty for under 12s to be abolished. at last! something to help the homeless and impoverished! #autumnstatement,1
"it's hot, it's humid & you're wearing uggs. wow. nice style!",1
shawn still hasn't follow me....and i'm okay with it,1
@user i accept him the way he is...,0
well done @user for making it possible to get emergency messages to a member of staff.,1
"band playing ""two tickets to paradise"" in parking lot at redskins game. #redskins",1
i hate waking up in the mornings 😒#basicbrianna #not #an #early #bird,0
"@user you need to, it's an experience to say the least",0
"@user hmmm, next year we'll be saying, teams that moved from sd to la.",1
"i have an idea, how about [NUM] operators don't ever describe race?||and police have to wear color blind glasses?||",1
girls just wanna have fun#work#not#friends#only#dance#drinks#antennagrouprocks by mariag...,0
this week just keeps getting better and better,1
going to the game tonight by myself sounds so fun,1
sneaking in a round of mini golf at #hollywooddriveingolf at #universal #citiwalk before the kiddos...,0
"@user #irony #oxymoron ""planned parenthood"" nothing abt parenting",1
so fucking excited to be the 5th wheel for another new year's eve!!!! can't blame anybody but myself for being super picky re: men,1
my finger is so ducking attractive without my bandage tbh!!!,1
#notcias #eu #europ how santa juncker can bring the gift of a healthier eu,0
few things are more amazingly wonderful than getting up early on a monday morning to start the work week!!!!!! #needmoresleep 😴💤😕,1
drinking a southern triangle ipa by @user at @user --,0
"@user so happy i got an offer from trinity laban, i'd take greenwich over leeds any day leeds is where it's at 💃✋",1
hashtags are great idk why everyone stopped using them #jk #bye,1
@user can you come shovel my driveway? you owe me for helping you become the man you are today. #givingback,0
@user |answer [NUM]- more than [NUM] artists |#winsunburnpasses,0
@user nah dude my buddy puked all over steak and shake,0
@user fading the public doesn't just apply to gambling. do the exact opposite of @user and you're in good shape.,0
beautiful way to start my morning. 😣😷,1
this 'legendary' anfield european cup atmosphere is great hey! ;-),1
"spider web lace chemise|with lined underwire cups, strappy open back, and adjustable straps and...",0
@user yes 👍 the taste .. the slight aroma of the tea 😍,0
@user aren't most legislators' list of legislative accomplisments the past [NUM] years short?,0
what a pleasant way for minneapolis' most prestigious publication to describe its female audience.,1
"a decent christmas party for a change, and an added bonus of not missing the last train for a change!",0
[NUM] mph winds make a great hair fan for a photo shoot. 😃,1
i got ready and then got to school and parked in less than [NUM] minutes! #miracle,0
how to know when he really loves you. #tmi #imsorry #chickfila,0
"i don't know why it's so fun, but it is. cx i could probably think and find out, but yeah. no. xd",0
my favorite thing to do on tuesday is write psychology papers😐 #killme,1
my life on a daily basis #notreally #lcsbeauty #followme #lblogger,0
i just love working on christmas and spending it alone [NUM] hours away from my family!,1
"he looks a decent bowler. not really a 5th bowler, but, in a balanced side potentially 6th bowler styris on hsohail. #pakvnz",0
"headed to huntsville, tx this afternoon. try to contain your jealousy.|",1
@user told to stop work under crew contracts #irony,1
[NUM] historical images that normalize #breastfeeding via @user we're so more tolerant now...,1
@user // lol...apparently i leave a big impression.,1
@user its called @user,0
am i surprised that my coworker is not going to show up today? #flurries,1
it seems that erdogan sends his best regards to the eu,1
two people got me socks. clutch af.,1
@user ^^^^ imagine that? never would have guessed,1
".@shawnatova computing, the internet, personal computers & smart phones were all invented by that ""pond scum"" @user",1
"@user yes, you got the point. :( it's like, as the time passes we're growing into some kind of beasts.",0
couldn't have asked for a better night.,0
"i swear the biggest tools are those who wear a belt even though they're wearing suspenders. pick one or the other, can't do both",0
emopostahead lol the sucky thing about seeing beauty in everything? you see the beauty in a liar #beautifulliar #lovethwayyoulie #not,1
feels like we been playing against the refs most games. that was a clean wall block that the refs took away. ugh.,0
when you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,1
"hello sunday! by the way it's december [NUM], [NUM] at [NUM]:15pm! (just a random information)",0
> @user google drive review,0
@user make sure you don't say christmas!! the decorate for the holiday. #sarcasm #itisachristmastree,1
throwing up on christmas morning is my ideal way of spending it.,1
#tgif oh just kidding i have [NUM] mins from one job to the next. love [NUM] hour days. #serverlife #sarcasm #nolife,1
8ams are just so lovely.,1
i see the #irony of my last [NUM] tweets combined was lost entirely on a certain someone... faith in humanity: -[NUM]% :(,0
@user i don't recall dalai lama talking about busty girls and celebs but apart from that....,1
@user junior got a rim shot for a 'rim job' joke.,1
"but not a grocery store or pharmacy. sensible. ""@grpress: offices or apartments? owners of monroe avenue factory ponder options""",1
@user wow u brought down xbox live arnt you amazing why don't you do something more productive like grow up,1
@user but would you be willing to purchase from a vending machine?,0
"gotta love when you shake someone's hand and they shiver... it's official, i have death hands and it is now winter! #coldhandswarmheart",1
"the word ""taliban"" comes from the root word ""talib"" which means a student. |#peshawarattack #deathtotaliban #deathtoisis",1
girls who can rock this thang~ #principalswag,1
"see, this is why you shouldn't use version control! #notjustwordpress... ||[URL]",0
kid who tried stealing tools from me is now mad cuz someone took his hot sauce out of the fridge at work #irony,1
you know when you send presents to friends who live far away and they never get there.. and you handmade most of the stuff.. yay,1
"whenever i get sad about how things are going now, i just think of how awesome the future looks to be. #secondsemester #drumcorps #college",0
@user the raiders are. i guess we'll see how things play out tonight.,0
final labs coursework submitted!! now to treat myself by catching up with the whole semester's lectures #winning #not,1
"@user it's [NUM]. why am i still manually turning on/off wifi, bluetooth, nfc, etc..? #fb yep",0
"@user #isis flag above ""merry christmas"" is just to much #blackhumor and .. prayers to hostages!!",0
"or a trout, or northern pike|@brownbearmike1",0
@user yeah someone with hayek and hockey in their name calling someone racist #irony @user,1
it's just super to be ignored when you put out a desperate plea.,1
i'm fricken peachy today!!,1
a well known sci communicator is exaggerating the claims of a study into pr exaggerating the claims of scientific studies... #irony,1
i wanna be at home already,0
rt @user rumourisimadad's accent...,0
first day skiing #killedit #iwasshit #tignes #seasonlife,1
@user yeah me! |i should get a more active social life and get away from the internet...,0
finally taken to the gir love #heartbroken [NUM]~[NUM]~[NUM],1
so glad all that voting was put to good use!,1
"#terror on high seas ...|fishing boat, allegedly from #pakistan, blows up at sea ......",0
"ï""?#depression and #abuse are sadly a part of many people's testimonies my monster of a secret: #damonleroi",0
i wish a mf would 👊👊| my day!,0
"oh, joy! 'tis the season for ""christmas came early"" leads. #dobetter",1
but the usa hippa laws prohibit the psychiatrist from releasing that info @user,0
that time when ward was mad because skye hide a secret from him #irony #skyeward #agentsofshield,1
"#seen #a #headline #about #a #doctor #that #starts #with #""doctor #who...""? #why #not #stick #your #head #in #the #toilet #and #pull #the...",0
photo: #say it loud say it #proud! #nope #never! a quitter and will never #be... #always #winning even...,0
sure staff... now hiring.,1
@user i need a spot for my birthday,0
here's the final episode of #minecraft #hardcore survival... we die while trying to get a sustainable food source,1
gotta go home and cook a big breakfast 🍴,0
@user one of those obvious when you see it but oh so clever ideas!! glad you approved!,0
"#opec #chief #defends #policy, #says #group to #try to #ride #out #price #fall. via @user",0
really love when the @user is over five minutes late on the cold days. feels like metro!,1
@user happy birthday skip! we will always love you! #phillies #legend,0
"canny wait to get my new phone, sneaks and clothes on thursday #payday #would #be #rude #too",0
@user bring it on. will look forward to the easter one more :-))) funnily enough i crave salad and fruit round xmas now!!,1
because a field trip two days before finals is exactly what i need #not,1
@user but they did uncover the hidden arsenals of wmd in iraq as a result of the (torture) enhanced interrogation,1
late night snuggles with my boy 💜💕,0
have you gotten your tree yet? xmas tree nail wraps available at #nailwraps #nailart ...,0
@user men with shaved heads are perceived as an inch taller and [NUM]% stronger than men with hair. @user,0
the music is always on in the office. currently listening to kids bop hanukkah on spotify. any other recommendations? #onlyatnycr,0
maybe miss world will succeed where all her predecessors have failed in obtaining world peace? #missworld2014,1
@user one day i want to travel with my bestfriend 🌏✈️ done did traveled da world!! @user ❤️,0
glad i'm up at 1am,1
#adanisjet lol @user irony committed suicide jumping from adani's jet! #lovejihad & #gharwapsi orphaned!,0
oh and now the district line has major signal failures and delays fantastic!!!,1
@user yes on auto-messagers no to #followbackers ... they make me money over on tsu. thx your post||[URL],0
"@user i love the way that the #white males are buffoons, while the #black woman is smart and always wins #culturalmarxism",1
highly inflamed stomach is just what i like #not,1
"@user holy fuck, those lyrics fit so good to the movie interstellar! #chills #freakyfriday",0
they don't even listen to ur order talk about great customer service 👎,1
2a tl shows lester's [NUM]/$155m deal's a hit boston - wish all announcements were made when parties involved least coherent #notsarcasm,1
"someone took my lucky hat today, yay, isn't that fun... #sarcasm #ihopeigetitback",1
i am so glad that i woke up early for this office visit to have to the mother not show up! #not,1
at peak!! ;),0
@user adorable little white tiger,0
[NUM] dollar obx [NUM] dollar gboro gone #lockitin #lottoclub #bankopen #doumenturdeposit#not criminal,0
@user i got manually retweeted by zach harper. #internetcelebrity,0
morgan just asked me if i wanted to play a game with him on his xbox. usually i can't even look at it.,0
@user why does a iphone purchased at full-price still need a mobile device unlock code to work internationally? #uncarrier,0
thanks for shutting the city down..,1
they thought i was gone ! these vegas niggas gone respect me and know i been doing this shit too ! & i...,0
#globalwarming would be nice right now if it were only true!||call #algore [NUM] burn money [NUM] #christmas. ||#ｆｏｌｌｏｗ,0
currently writing about how i plan to stop procrastinating after leaving the paper untouched all day,1
"@user also, i would not that my tone was joking, though it's difficult to properly convey that in a tweet.",1
"#mahathir, one of the godfathers of asian values, malaysians are ""stupid"", don't know how to run an airline #irony",1
@user will probably get to write more about the show by doing so ...,1
@user no one really says that,0
i love putting up the christmas tree with the fam☺️🎄 #christmastree,0
@user someone described it to me as 'passing like a laxette through a budgie' but i can't remember who.,0
it's [NUM]:[NUM] and i'm ready for bed.,0
everone is supporting fawad alam :d|no fawad no cricket :d :v|#supportfawad |#usman,1
today is just starting out fabulous,1
that way people get to understand disabilities and not stare at us funny wen we out and about#idpwd#disability,0
what a great christmas. 😅 #not,1
look!: #poulan #chainsaw #new #shopping #chain #saws #start #starting #will #wont,0
"stop living like a king, you're not one so using this in real life. #exodusmovie",0
day [NUM]. going to the dr for #[NUM] cause i'm [NUM].[NUM]% sure she has strep #awesome,1
"@user i think being gay is wrong, its like people chose to be gay just to piss off the magic old man that lives in the sky",1
in need of a rose winee🍷🍷,0
i was trying to type parkside and it turned to paradise #coincidence #i #think,0
cheap and expensive,1
me when i think i can do a cartwheel!,1
@user apple jd? sure,0
"@user re: xmas: ""christmas"" is itself an abbreviation of ""christ's mass."" @user",1
"@user obama , like difi with #torturereport is using the 'scorched earth"" method.#tcot",0
taking the bike through rainy and cold dark streets to the dentist. yaaaay. #somuchfun,1
oh ffs my body clock is f'd #iwanttosleep,0
"no need to act like i'm the fav child, i know this already.",1
if i had to chose between living in winnipeg or never seeing the leafs win the cup. no cup it is. #tmltalk #leafs,0
"wings? i don't have wings! |""of course not... you're a boy!""",0
officer #jenny is a single [URL] com #entity. cestas follow @user #dancing,0
i'll grin or ill grin. there's two ways to read my name.,0
"for those who can hear us, @user talks about nb power's record number of outages. [NUM]:[NUM] #transmitterproblems",1
making a pair of lungs out of all the tobacco boxes i've collected for my sculpture project,1
my beautiful belles #3daughters#lucky #me #havefun @ wicklow 🌁,0
@user ya i remember when winning one regular season game was like a super bowl,1
@user i will let @user know - i'm sure he is shaking/quaking in his boots. #not,1
rolled out of bed for closing.... #ilookreallygood #not,1
@user thanks for the update spot. i'm good w/ that. |if you can post some stuff on this on my blog:,0
"#daesh,#taliban all need to become part of 'the religion of ""pieces""|my heart goes out to all the of the victims of #peshawarattack",0
today is going to be a great day . #not. 😔,1
senate just confirmed a new cabinet member that has 2nd amendment supporters furious - the senate confirme...,0
#cuba #sees #long #struggle #ahead #before #u.s. #lifts #embargo. via @user,0
thank god she doesn't get me to do this anymore!!! ellielippitt #barber #hairdresser #blondie...,0
"amen 🙏 .... i love this! if you didn't plan, then it's your problem 😜 #truth emergency @ pearl...",0
"k should give us a famous bf, some fan need an entertainment apparently",1
@user [NUM]-[NUM] but it's not that close.,0
fucked up. in the mood at all,0
i can't waitlove#this#is#love#and#you#can#tell#me#how#much#this#is#gonna#last#beth#rip#twd#forever#bae...,0
forest hills drive on my playlist naw....,0
@user psssst. you spelt 'thing' wrong ||,0
pre work shenanigans lmbo alissamarie_b #letswork #kiddingnotkidding #funtimes #sheseriouslyrocks,1
heaven help the fool who did her wrong,0
it is good that very few businesses/govts in em economies have borrowed much via dollar-denominated loans from international banks. #sarcasm,1
"yo i got ten squad members in khajo chris said as he tears up...|""you ain't a gang member..."" kevin responded |#thuglife",1
some people just don't listen..ah well guess they'll learn the hard way,0
@user haha i also had [NUM]... cheers bro !!!,0
we buy into liberal individualism and see our individual fate as black people in no way linked to the collective fate-bell hooks #ferguson,0
#follow the #money #homebiz not #mlm *** note you can get paid for posting on ...,0
"ahhh [NUM] a.m bedtimes, how i've missed you #examproblems",1
i just love the nhs,1
"@user wow, rickman really looks a lot different with blond hair.",0
@user but $[NUM] at a big guy like sephora or jcpenny is killer!,0
remember to raise a glass of merry to those who are at work keeping the world safe on christmas 🌎🎄🌏🎅🌍❄|🚑🚒🚓🚁🚢 #essentialservice,0
shakespeare is great 🙅🔫,1
we want turkey!!,1
#irony reverend tells kids that santa is not real why declaring a sky fairy is because a book says so. #lol,1
@user definitely not...racism is systematic and entrenched in every american institution..also in black/white binary construction,0
a #sagittarius will always chase what they want until they get it..|#keepgoing,0
angry-face #leo #kids #fun #face #angry,0
what am i doing with my life,0
once again @user is re writing history re: #cubaembargo ! *primal scream* #tcot,0
"@user you can't reason with someone with a bio as moronic as his. ""so should everyone else"" #sodemocratic",1
@user and when you overpay for that talent you get stuck w/ that talent. which perpetuates the losing cycle the cubs are in,0
"she heard him cry and his little fingers & toes were counted and mary exclaimed ""he's perfect!"" oh mary, you so cray cray.",1
@user i'll bring it to work. the hoops one is a hit,0
@user no doubt. and we wonder why xmas makes ppl crazy?!,0
there was a point where the effort was coming in only one direction. i left and that there was a [NUM]° change in direction,1
when someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..,1
they working me so hard tonite,0
"@user wow. catch up with the news. ""false intelligence"" found to be not false. see wikileaks and other sources.",0
"#latergram with thegoldcoin. classes done, research is not. #gradschool #basic #blessed ...",1
"oh lord! rt @user rt @user before becoming an actor, tom cruise wanted to be a catholic priest.",1
@user lol i hope that's a good kinda crazy,0
@user that's totally obscure...,1
uh-oh. better head for the hills. #storm #clouds #seekshelter,0
#happy young chap ashamed of my god and my savior #spreading the word of god n life of christ #successful entrepreneur #mindofgod,0
listened to gimme shelter while driving in the rain😂,1
@user glad to see someone has finally realised how funny mark lawrenson is and given him more work. he is a hoot. #goodgrief,1
are we too young to understand,0
rt @user should be great watching miami try to block sweat and featherstone off the edge next two years. real fun stuff,1
@user #indiawithpakistan but it can never be other way round,1
went to check on [NUM] cause it was way late for sleeping and bam she was never here. why did no1 find it important to tell me this???,0
@user no! i rarely drink at all. got a stomach bug :-(,0
it's not even [NUM] and i've already called the cops twice.. damn i love my job 😒,1
baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. heaven! if only the snow hadn't turned to rain.,0
"a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return",1
"blue skies, warm air, and the royal accommodation! #whatmoredoesoneneed #education? #not...",1
@user |ew you really did it?,0
"don't think for a second i'm out to drown your memory, you ain't worth the whiskey",0
suddenly w-wada,1
i just love it when my knee clicks 😄 😒,1
@user definitely consult a tax professional on that one.,0
a colleague just told me that her uncle was duped in acid by saddam hussein's thugs. your usual office banter,0
#teenanalcasting #she she sucked me dry!,0
@user let the western bastards bank accounts freeze in the dark! #seewhatidid #readpeople,1
now to write a javascript regexp that allows . and ' in e-mail addresses...,0
lol. imagine being gay and working in a fudge packing factory.,1
itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,1
"@user gas below $[NUM] per litre in ottawa. happy holidays. ... yes, crisis averted",1
i love being on hold. especially when the music is so great.,1
isn't the point to learn how to craft our own reality? what am i missing here? should we not be different? #wat?[URL],0
my body refuses to sleep. #fucccck,0
"@user :/ still q10, still one of the best :d",0
"@user todd is love, todd is life",1
throwing up is exactly what i want to be doing at [NUM]:30am... 😷😷😷 #not,1
retweet @user to have a book signing & screening in your area.,0
@user cropped her own child out of her picture. #motheroftheyear,1
@user i try to imagine. it's confusing.,0
@user u know that. how u doing??,0
chill #repost #dead #dominos #haha 😂💀,0
@user wow! i can now afford that holiday i've always wanted!,1
"@user yeah in the ""honour"" of the picture those lyrics sketched ... 😳",0
#ukplus= consists of free lebara2lebara 3000mins and 3000sms unlimited. #no unlimited sms to other network only consists of 1000sms,0
@user please do..i need the second hand embarrassment so desperatly on my phone,1
well today is gonna be a great day 👌,1
"@user ([NUM]): if i had feelings, you would have hurt them.",1
@user hahaha yeah i think so too cause you know how she loves her with all her heart 😂😂😂.... #not 🔫.,1
yay for another work at 4am day 😐,1
i don't wanna hate religious people. cos i am one of them. i'm so religious in music. #ahaa,1
it is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores.,1
@user nice. we make it in a pot with butter & himalayan salt. sometimes with infused salts for a change.,0
thanks @user for connecting. always look forward to exchange thoughts n ideas with #entrepreneur working on #green n #sustainability,0
"when you refer to yourself in the plural, you'll get that @user",0
sinking my teeth in to why the sps failed in vt,0
i believe it is about #indoctrination & religious indoctrination either; but indoctrination into the future groups of #lefties.,0
painting all cops with a broad brush because of the actions of a few is the same logic racists use. #irony,1
#all #cute #dude #girlygirl #i039m #into #is |please rt:,0
#schoolsystem update #textbook lies to support #evolution theory. #tco...,0
@user he def came out the closet on that and [NUM] dunk #rudygay,0
one more reason not to shop at #walmart. they make you feel you're not in america! #shopping #islam #tcot ~,1
left home at [NUM].30am and still trying to get to work. i just want to cry!! #happymonday,1
@user again fans come second. thanks again,1
going to watch a movie about murder. merry christmas ;),1
"decided i'd go to bed ""early"" for once. i've been laying here since [NUM] am. yet the total amount of sleep i've had all week is [NUM] hrs. #irony",1
this chap seems to be a bit of an over sexed out going extrovert ... must be his overly masculine voice and demeanor.,1
florida authorities say [NUM] police officer shot and killed #florida #tarponsprings #tampabay,0
"@user sky news says ""he died"" like as if he dropped dead in hospital lol - real honest reporting",1
"i love getting woken up by my body just to say ""i know you were comfortable sleeping.. but here's something you don't want anyway""",1
affiliate marketing blog post on the way but in the meantime some tips from the experts: #howitworks #marketingnewbie,0
horses are just hornless unicorns :o ||#enlightened #mystical #wow #on #drugs,0
me: my stomach is upset.| my stomach: i am more than upset!,1
@user please note #sarcasm in last tweet before you kill yourself ;) many good pros including @user can show you best usage,0
just watched how pretzels were made. #interesinglife #whatamidoingwithmylife #longesthashtagnotneededbutyolo,1
[NUM] was the year @user and i became lords 👑 #watchthelordman,0
they seemed to have found an alternative use for the bible #hotel #newyears #religious,0
natalie prass - bird of prey: via @user,0
"speaking of #country #music albums, anyone else think #sundownheaventown feels more like a #timmcgraw album than, say, his previous three?",0
"none of the big, disruptive innovations in our lives have come out of brainstorming. -bruce nussbaum",0
"@user jonah hill is funny,kevin hart,will smith,jim carrey, sacha baron cohen,",0
coffee and fiber one. it's worth getting up for.,1
a romantic candlelit dinner for two would cost less if you switched the lights on - eskom pic from the [NUM]'s,1
"just a hunch here,but i think steven gerrard is leaving,possibly going to the mls #hesnodeed",1
#sorry #sorry i always do this... #cant #help #it #im #an #asshole #like #that,0
@user is that ?,0
@user suhs been clean for [NUM] years and has only been in the league for five don't act like he was dirty for [NUM] years#not biased my ass,0
my stomach is a wonderland for gas inducing bacteria. #blessed,1
"it's pretty amazing that in 'the land of the free', people are debating if we should feel safe around our police.",1
"i was going [NUM] post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker",1
#phillhughes #[NUM] #out we will miss u always respect for u,0
@user world's greatest fans....,1
they bombarded out country #immigration @user,1
thank you @user for these amazing candles from the new series of @user #atmosphere...,0
"since the tribunal was established [NUM] years ago, no complaint against the intelligence services has ever been upheld. #trustthesystem #not",1
"but hey, [NUM] study guide for chemistry down [NUM] to go",0
i'm shocked that mark may doesn't think the buckeyes should be in the playoff!!! #sarcasm,1
happy monday! hate mondays.,1
"@user yep, that's what they say.|",1
chillax bitches. 😝 why is my face so squished. #fireball,0
fav part abt xmas day..getting merry xmas tweets from ppl who never talk to me #kys #idontcare,1
pay ghost soldiers in iraq & cut pay of us #military. #keepyourpromise @user,1
@user always a worthy choice @user,0
the mouse's first incepted memory was just the sound: braaaaaa[URL],0
how do we end up talking? ..oh wait..we don't talk..whooops #cutestcouple,1
@user the person who wrote that is clearly a bit of a tit,1
"there's no such thing as ""too much ammo""",0
"because #logically, that does #not #fully #compute. if they wear #less #protection for a ""#deadly #virus"" & do #not ""#get"" #ebola as result?",0
@user must b in the #blood lol x,0
i just love working sunday's.,1
to all u #deadbeatdads ur not worth a hair on our #kids heads.. tough being a #singlemom but at least my #beautiful #daughter is loved by me,0
babysitting is what i like to do on a saturday 😒,1
"@user hey, now. her profile says ""i heart jesus"" so she can't be all bad. @user",1
the world's biggest online job click and get started now!,0
quizfreak #proud #brummie over here xxx,0
"@user really?! this is absolutely below the belt, especially towards tom boon ... #deeprespect ...",1
@user georgia's nativity play in the morning too..,0
"thank you to all of the lovely people who come to work sick, or come to eat sick.. i appreciate your germs...",1
ay after [NUM] hours nareceive ko rin yung message haha thanks globe,1
@user i hopefully won't be here anyway fingers crossed x,0
what a lovely perma-fall we're having here in milwaukee. #not #doomandgloom #gimmesnow,1
knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans...,0
i'm not gonna ask you for following. your own decision.,0
@user cheers bro! top man 🙋,0
@user i also support instantly murdering [NUM] year olds with fake plastic guns in public parks...,0
@user because as long as she's a victim she'll have white knights trying to save that damsel in distress.,1
hello indoor lung nice to see have to you back. 🏃😑,1
the song was 'don't cry for me argentina' #irony,1
students too busy protesting a grand jury decision to study deserve to fail. actions have consequences.,1
gotta baps that hoe thou,0
dog for dinner anyone? #cultivo #letchworth not bringing my kid here again,0
i only bought a few people gifts this year 😳😳😳😳,1
pretty excited about how you gave up on me. file under: #sarcasm,1
[NUM]% of my clothes are black. #noshame 💣,0
"people who tell people with anxiety to ""just stop worrying about it"" are my favorite kind of people #not #educateyourself",1
urban glam high heel earrings $[NUM]|leave email for invoice,0
can't fck with you hoe an i'm sorry 👐 😂,1
i love putting flobeam mechs back together.||,1
"time for the post christmas car wash, yay!!! #friesenfamilychristmas",1
queens of the stone age no rock in rio ícias #queensofthestoneage #rockinrio,0
"my entire career has been devoted to being a boss in beating corruption, but i get beat in a corrupt election #irony #soclosetilden #1vote",1
i see toledo made a good name for itself last night,1
beautiful day,1
my babygirl has an imaginary friend it's so cute to watch her talk to it.,0
omg @user didn't tell @user he was in town 😱 #truefriend,1
"[NUM] years ago i arrived in cr, happy to leave behind all the malls and rampant materialism of the us. went xmas shopping in prg today #irony",1
"@user well, people did ask where would have been without mccormack, and here we are",0
so proud of my artwork 💖😇 #proud,1
well it's always a good time losing at the bay... @user,1
like u go to williamsville east ur parents hand u money but ur so much better than everyone else hahaha,1
@user sounds like the la end of days!,1
"sure, let's go back to work on my day off after after just leaving four hours ago. why not? #fb",1
"you know what's awesome? when all your gear (sliders, dolly, monitor, etc) gets delivered @ the end of filming. #somadatbandhandadorama",1
times my trip home perfectly #drenched #sydney #storm #wet,1
i'm kinda missing summer @user .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool #chips #food #followme #ifoll...,0
#australia -- eight #children #killed in australia in #reported #mass #stabbing. via @user,0
the thing i love the most about coming into work early? having everyone ask me why i'm here so early. gets me every time. #annoying,1
@user is it on display at any given time at ryerson?,0
"i think my friend just sent @user a snapchat of me drinkin water, cuz she's fun like that #sarcasm #rehydratewhenyadehydrate #brat",1
i can't breathe! was chosen as the most notable quote of the year in an annual list released by a yale university librarian,1
days when you just want everyone to leave you alone #in #a #good #mood #nohunting,0
@user i don't think i've ever seen love actually all the way through. i tried once last year. i don't remember it.,0
"@user people who commit crimes, resist cops, or attack cops are endangering their own lives. no respect for law or other people.",0
"comcast, greatest customer service on the planet #comcastistheworst",1
has anyone visualised the different colours and flavours of twitter streams? kinda lipmus test.,0
"i'll keep this smile on my face to get myself through this bullcrap, instead of breaking down like usual.",0
"@user i know, but in the big spot (the only time i've watched him) he choked! haha! must mean he sucks, right?",1
@user and a strut to boot,0
reading about barack obama in the barack #obama plaza #moneygall oh the,1
hangovers and work... rt @user what is your favorite thing about monday?,1
"@user #sc3stars cardale jones. third string qb, big10 champion and mvp.",0
planning a vacation instead of studying.... my priorities are in line. #not,1
@user yeah no i'm still laughing. it's not even that funny and i'm still laughing,0
will put corporate racism and sexism back where it belongs: face-to-face @user execs think twice,1
what else would you do on friday? |#tgif #8crap,1
you've set yourself some target to achieve there like love #hot or #not,0
[NUM] of our favorite smartphone highs and lows of [NUM],0
first nigga to grab it from behind no homo,0
say no more.... #bigclub,1
hmmm what to have for dinner,0
"rogers, that smile just so accurately captures my reaction when i receive an extra high phone bill!",1
i'm glad andy can tweet all day but not text me back. #loved,1
iiiiiiii have the best boyfriend everrrrrrrrr.,0
the only time a crime becomes a federal crime @user,0
finally [NUM] will be a worry free year for me.,1
responsibility = the ability to respond|to control yourself and be in charge of your life,0
"@user well since he's basically an employee of the oil & gas sector, it would make sense that he operates this way.",0
a [NUM] year old (whatever age you are idgaf) acting like an immature little @user in public? yup you're a classy one. #sonotclassy,1
"i would tell ya, but you just wouldn't understand...💘",0
is it friday? *heavy sigh* nooo. it is totally wednesday~! what a mess. wait [NUM] more days.,0
montana of [NUM] [NUM] - the best versace remix in the...: this dude goes off,0
my vision looks like this = just let me enjoy my first winter outside through a peep hole #growingwinter,1
event technology session is having internet problems. #hsc2024,1
morning #monday people long know keep working hard! #makesussexsafe [NUM],0
that moment when you want to break someones fingers😡😡😡😡😡,0
@user at [NUM]:30am? who's gonna favourite it? an owl?,0
"second day in a row that i'm late to work. thanks, @user service definitely worth a fare hike.",1
greek salad and i are lovers. that is all.,0
