text,emotion_label,sarcasm_label
"I now have to pencil in my eyebrows everyday , they 're so white you can't even see them",3,-1
"exhausted , now I get to drive back to school",3,-1
I 'm sooooooo sleeepy but I do n't want the weekend to end,3,-1
It just breaks my heart seeing tiny animals dead .. Found one of Sophie 's hamsters dead today ..,5,-1
Just made it north of the Mason-Dixon line #missingthesouth,5,-1
"Science test , dance assessment & history assessment all tomorrow - . -",3,-1
@USER @USER :P haha do n't be mad huney ;) I 'm gonna draw today again right ? :) :) ),7,-1
Monday morning fear after a messy weekend,2,-1
"Accordingly , I wrote to my parents and , having pretended for years that I was relatively happy at school , I now confessed that I was utterly miserable , and begged them to take me away .",5,-1
Farewell party for one of my buddy @USER in a while :-D for his 1yr break in his coll life ! He 'd ve least expected it ! :-D,7,-1
"For my part , I feel elated and close to tears .",3,-1
"Yes , I can see . The summer heat is over , and the winter cold is still far away .",3,-1
Nail polishes hate me tonight,5,-1
@USER @USER just said she 's watching harry potter - prisoner of alcatraz ...,0,-1
Putting up the Xmas tree . Fun times . I love Christmas ! ! ! #believe,3,-1
i come home to find no one home :( wah,7,-1
My brother just left with my movie #MarkWahlberg I miss it already !,2,-1
@USER @USER I would LOVE to see ! ! Desperate to see ... alas no tickets available this weekend ... :(,5,-1
"As Antoinette grew weaker , and left her bed hardly at all , she became frightened to be left alone .",2,-1
Big Time Rush @USER there my & #HappyHolidays,3,-1
when a burglar really is behind the shower curtain ...,7,-1
"wait . that was a joke , too , I think . wait . wait . what is life",3,-1
The sadness came to me when I heard that my girlfriend whom I loved so much got married to another man before a rebuff from her .,5,-1
"When in a car accident where car was total wipe off ( wipe out , or write off ) .",2,-1
Cant believe this teacher forgot she had lunch time and I am now an hour early to observation,0,-1
Break ! Imagine you 're in a steam or sauna & you 're getting a massage . Really get into how that feels . #LJB,3,-1
@USER most women do that you guys grow beards we grow leg hair lmao,7,-1
"Outside in the rain , looking for my lost ring ... - _ -",3,-1
"It was less that I was too proud , more that I was too embarrassed .",6,-1
"My mom leaving out for work , me in the hse by myself .",2,-1
Watching Christmas movies and wondering what it would be like to be one of those people who spend Christmas alone .,5,-1
"Hey , Laguardia - trust me , the feeling is totally mutual .",1,-1
leaving camp today,5,-1
People always turn out to be the person they said they wouldnt be .,5,-1
"@USER Ouu Ouch . That hurts Dave , really does . I 'm going to go cry in the corner now :(",5,-1
There is no greater sorrow than to recall in misery the time when we were happy . &,5,-1
"The truth was that Mr Wolski was sad with himself , for he did not wish to stay on at the Zoo any longer .",5,-1
Follow the @USER They tweet #kids #books and more They are sure to make you #smile #FF,3,-1
"Made the wrong choice , again .",7,-1
No lady starbucks is not your fucking living room so put your shoes back on and sit up in that chair,1,-1
T minus 5 minutes until madrigal dinner . @USER @USER @USER,3,-1
Make sure that if you see me before Fri . morning you say goodbye ' cause that 's when I fly outa here . Only 4 full days left in AK .,5,-1
@USER is quite romantic ! They will drive 100 miles just to tell you they love you . #YouYouYou,7,-1
A friend 's brother died .,5,-1
"Done with statistics :D now all I have to worry about is business , math , arabic , english and religion .",3,-1
@USER 18 days till we hear santas sleigh leaving the roof ! :),3,-1
People with complicated orders in Starbucks line T_T,0,-1
"@USER pff ik wou dat ik ook al klaar was ! Het idee bestaat al lang , nu nog de tijd vinden om het te maken ! En dankjewel !",7,-1
Sleep for an hour and then back up for school .,3,-1
No one I wanted to win won tonight . #OnlyTheDoucheBagsWon,5,-1
"She still , after all these years , did not know , and one hand clenched in involuntary anguish at what she thought of as her intolerable betrayal of her brother .",5,-1
and let the chemistry homework begin ...,3,-1
@USER a worth it what are we doing over break ? Taco bell ?,7,-1
i remember when i did that :'D omg ... haha RT @USER : Well @USER decided she needed a haircut and took it upon her self ug,3,-1
get to find out my anniversary / christmas surprise on thursday am I nervous lol,7,-1
When you 're pissed off and people do n't know when to stop,0,-1
"Hey , Mary , nice to see you again . I heard you 're going back home to the U . S .",3,-1
Work work work,3,-1
Hello .,4,-1
I told my friend something confidential which was supposed to remain between the two of us . The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it . I was very angry with my friend as I had trusted her .,0,-1
@USER was an AMAZING show . Thnx @USER @USER @USER @USER and everyone else 4 a great show !,2,-1
Guess I 'll get up and cook some breakfast ! ! ! :-),7,-1
People are becoming more and more concerned about the healthiness of their diet and way of life .,2,-1
"Goebbels himself had signed her travel papers under pressure from his sympathetic wife Magda , who had mistaken Lais ' s hysterical sobs for sorrow at Karl ' s death .",5,-1
When a thunder belt hit the roof top of the building I was in .,2,-1
Just tried deep fried pickles for the first time #yucky,1,-1
A CITY ' S terror-stricken minicab drivers are threatening to quit their jobs in fear after the murder of a young cabbie .,2,-1
When did you start worrying about your weight ?,4,-1
The boy gave a nervous smile ; Jean-Paul gestured to the waiter .,2,-1
The clothing section in my Target smells of death,2,-1
"5 hour choir practice ? No , but really ? #bestbeawesome",5,-1
I gave my mom a gift she wanted for years . I raflected her joy .,3,-1
grandma just pulled a knife out of the christmas decorations box ... been lost since last year,7,-1
iAlways Wanted to Make lOve to This Womens Work iMight even shade a Couple tears Of,3,-1
"Daisy leaned forward , at once horrified and fascinated .",2,-1
` I am delighted that you are so cheerful and optimistic .,3,-1
I was studying in class at night . I was in Form II by then . There were rumours about an earthquake . That night dogs were chasing one another and passed through the window outside the classroom . Those who saw the dogs thought it was a lion and were terrified . Trying to run away the desks were dragged and there was a shaking movement . I thought it was an earthquake and jumped out of the window .,2,-1
Hear no evil . no evil,2,-1
The smells of private study rooms never cease to amaze .,7,-1
' Very Vintage Visitor ' competition with a prize of a £ 10 voucher to spend with The Beauty Queens @USER on saturday Of Vintage,3,-1
@USER : O Oh no ! Hopefully her son writes some good Dragonrider books . I 'm a few ( probably dozen ) behind ...,5,-1
"flight is delayed 20 minutes already :( that means more time for CS homework , update making and organizing at the airport",3,-1
Country song been stuck in my head for about 6 hours ! (: lol,3,-1
I feel anger when somebody forbids me to do something .,0,-1
Most pool owners are thrilled if they can persuade their fish to breed successfully .,3,-1
Just got suprised by prize money from the woodbridge fair ! A heaping sum of $ 14 .,3,-1
"Eating dinner with "" Earth Song "" blasting on the restaurant 's sound system .",3,-1
""" @USER : @USER do n't you dare waste a Daryl by turning him in to a walker ! "" @USER . Shame you dont sell outside the USA .",5,-1
My father recently having a heart attack - spending a few months in hospital .,5,-1
"This time last week I was watching @USER , this week I am not",5,-1
Dad just ruined a whole movie night because my mom didnt make enough food today #thishappenseveryweekend,0,-1
I miss my :( my #Joy is spending time with her Dad,3,-1
I do n't think I 'll be able to sleep much tonight .,3,-1
"Sorry , I couldn ' t help you .",5,-1
Being slandered by friends .,0,-1
The only time I can truly enjoy some ' me ' time is really late at night ... When I 'm half coherent and have to be up early the next day .,3,-1
So now I get to stand here waiting for him to do what he has to do inside and I have no way of contacting him,3,-1
My stupid vevo app wo n't load Dx,5,-1
"@USER I agree in most part Cliona , there is a part of my life , that is filled with huge Which I genuinely try to fill with love !",5,-1
"Retreat is over :( , apptm downtown then dance , ughhh long days",3,-1
When I was at school .,5,-1
Traffic stinks . At least I get to be in a confined space and listen 2 @USER scream at @USER radio .,3,-1
I ran a race for the CAL track team and I did terribly and then the coach said that I should sit out for the season . I felt really sad because I was n't going to be able to run . It was something I always had done and now I could n't do it anymore .,5,-1
People come back . I miss you .,5,-1
Gay guy fight in the hallway win,7,-1
About to set off on a 3 hour train journey to Lichfield .,3,-1
"We were driving a car of a friend of mine when we turned in the wrong direction towards an unknown district , and nearly drove down a precipice .",2,-1
"Zooo de sinterklaas cadeaus zijn gekocht , nu nog een gedicht schrijven en dan is sint klaar voor morgenavond",7,-1
Surely someone somewhere knows who killed Ann Heron and that person could ease the pain for her heartbroken family .,5,-1
"I hate that feeling when I think everyone is making big moves in life , and I 'm just struggling along with no direction .",5,-1
My pleasure .,3,-1
is a friend that you misunderstood but I know the #heartoflife is good ..,2,-1
"Once Monday rolls around , my life after school will consist of either practice or the chiropractor",3,-1
"@USER Hi , thanks for the Coconut Giftset in the comp . It arrived a few minutes ago & I 'm giving it to my bestie next week :-)",3,-1
Kinds of tears : #Lies #Love #Parting #Longing # Disaster #Victory #Repentance #Fear of God #Humble . & U ?,2,-1
"@USER Well done ! ! :D Bon bah maintenant , il ne te reste plus qu'à réviser pour les finals !",3,-1
"Admirable effort by MSU , but they could n't hold on . Fuuuuck .",5,-1
Such a messy girl RT @USER : Coffee all over my Bill Russell book . :'(,5,-1
"go this season needs you , the word can not happen w / o you",2,-1
About 4 .,3,-1
"I received a letter from some friends , who do not live in Madrid , telling me that they would not come on holiday . I had arranged everything for them .",5,-1
"Productive dayyy , working 9-5 tomorrow",3,-1
Here you are .,3,-1
I 'm sorry . Our company has just opened . There are always too many things to handle . You know that .,5,-1
Since I woke up later than usual .. That mean I get to park in china at school today .,3,-1
". i feel like a brand new person , nt boud to let nobdy steal my today =)",3,-1
"I know , but it is hard for me to get used to your relatives coming to visit us , and without warning .",0,-1
"@USER also , this afternoon 's cookie was a little stale .",5,-1
Going for Korean cuisine with family to celebrate parents ' wedding anniversary :),3,-1
Just wish little mix would fucking wear heels . Who the hell wears dresses with high tops ? !,0,-1
"4 dances to learn for saturday , another 4 for next week and a load of harmonies too #needtostopusingtwittertorant",3,-1
Lmao @USER wht I just heard ... this chick iS so intimidated by me and I 'm not in the picture ! ...,5,-1
Thanks . I 'd love to . What time is the show ?,3,-1
"I fake people , dont wanna go around them nd I dodge em 13",2,-1
"Unjust accusations directed at me and my way of acting , by someone close to me .",0,-1
I 've got fever . Not the cool trendy Saturday night one - just the odd and stupid sickness ' fever .,3,-1
30 tweets later @USER is still bitchless and @USER my #twitterfaith is lost thought this site is what dreams r made of,5,-1
"I 'd rather staple my eye lids shut than watch this garbage . At least if my eyes are sewn shut , I can pretend there 's optimism afoot .",1,-1
"Fear of the loss of a close friend , of feeling the ground slipping from under my feet .",2,-1
@USER : You should have the of losing one 's softness in the heart and its hardening .,2,-1
"Do the thing you fear , and the death of fear is certain . - R . W . Emerson",2,-1
"Yaaaay let me join list of people tweeting about the snow , but might I add that the snow started right as I started putting up my tree ?",3,-1
Up extra early to finish homework,3,-1
They sure did .,0,-1
"Yes . My bike has one under the seat . Get it , quick !",2,-1
@USER just the usual pre-Christmas queues full of nutters . Many of them stinky as well .,3,-1
"Welcome to my birthday party , I am so happy you can come .",3,-1
Back to reality in the morning,5,-1
"When my boyfriend was leaving to go home one night , I had a very deep sense of uneasiness and an unwarranted fear that I would n't see him again .",2,-1
"Joan ' s great skill , then as now , was to be completely nonplussed by anything Richard did .",7,-1
"I was walking down a little village at night . There was nobody in the steet . A dog began to bark , I felt that it was following me . Then I began to run , the other dogs started barking too . At last I arrived home .",2,-1
the feeling you get when you have n't seen a loved one in a long time and they drop by for a surprised visit . #Happiness #love #Log,3,-1
As the week went on I got more and more anguished telegrams from home telling me to conclude the deal and come home .,5,-1
""" Great is THY faithfulness ... great is ThY faithfulness ... "" :D",3,-1
@USER @USER @USER Yep . I was a little chunder monkey in work yesterday ! And I had to stay till 9 to do the sales .,3,-1
That akward moment when you get a text message from the girl that is talking to the boy that broke your heart !,5,-1
The moment when there 's 8 people and one bathroom and you need to use the bathroom but there like 6 people ahead of you .,3,-1
"Break ! Imagine your dream house . Open the door , walk in , smell the aroma , go into each room , sit in your favorite chair . #LJB",3,-1
She says we ' re happy to be in England but we are sad for our relatives .,5,-1
So are you ! How about another coffee ?,4,-1
Heeft iemand vanavond nog een nietmachine + lijm voor mij ? ( als dat nog nodig schijnt te zijn ? ),7,-1
If you have a journal do n't read the past . :(,5,-1
"@USER and @USER you two are amazing , u truely are and I love u both ... it hurts me to see u guys fight ...",5,-1
@USER and the heats off in the buildings on Sunday ... and it 's supposed to snow tomorrow .,3,-1
O . M . G . The Polar Express is coming on tonight ! My life is complete . #MerryChristmas   ,3,-1
1:34 am I 'm going to start packing for my trip to Orlando today to see @USER later when I open my suitcase it 'll be a,7,-1
I 'm very sorry to have caused you this trouble .,5,-1
ALAN Hickman from Derbyshire became worried about the advice he was receiving over his pension transfer when he realised that each expert he consulted recommended a different course of action .,2,-1
What a blessing it is to have so many prayer warriors in my life ! #blessed,3,-1
Quiet everybody !,0,-1
finally headed to bed . ready to fail chem tomorrow,3,-1
"Thenceforward I was always wanting to take the joys of solitude and of society in their extreme forms , and was alternatively miserable from the lack of company or the presence of uncongenial company .",5,-1
@USER haha sabaw na nga . Pero masarap pa den . @USER teh eto yung sinsabi ko last time hehe,7,-1
"@USER Eh tia y como es que llegaste tan tarde ? : O Jolines tia pues dí que sin otra cosa , pero que no ! : S",3,-1
The only reason I am here is bc I have to give a speech & take a test .,3,-1
Where art thou my china eyes ?,5,-1
I would love for the NCAA 's self regulating ass to dig into all the other big fball programs and see what they find,7,-1
@USER They 'll ? Jeez I thought I was only being sent one I 'm either the luckiest or unluckiest guy ever,2,-1
What a nice tie you are wearing !,3,-1
So today was my last Christmas play I 'll ever have at my school .,5,-1
@USER you just made my day (: I love you (: #mybestfriendforalways,7,-1
"I can not believe that musical practice just got over . If tomorrow is the same , then early morning dance Wednesday is going to be a",3,-1
1-2 voor tegen / Met deze stand is de tegenstander in de halve finale,7,-1
I feel like Will Smith in scene from Pursuit of Happyness when he 's crying & walking .,3,-1
"I know you do n't hear me right know , please calm down . Anyway , I do n't wanna part . I 'll drop by tomorrow .",5,-1
Bishop did n't seem discomfited .,6,-1
"Last meeting of 2011 is TOMORROW ! ! ! Caldwell Hall - Rm 302 - 7 PM . Be there for shirts , food , and the legend himself , BOB FURNAD .",3,-1
The only event I can remember is having a nightmare when I was very young ( 3 years old ) I dreamt about a machine which was going to crush me .,2,-1
university of Arkansas tight end Garret Uekman died today at the age of 19 . my prayers and condolences to them .,5,-1
@USER you have incredible talent ! ! ! Sharing your video with everyone :) #christmas,3,-1
TO CELEBRATE OUR LAUNCH WE HAVE A SNEAKY UP OUR SLEEVE . 250 COPIES OF A SURPRISE ... WE WILL REVEAL ALL SOON ... #EXCITING,7,-1
"My voice is gonna be shot on Tuesday .. all day singing , auditions AND night rehearsal . Oh ... - __ -",3,-1
When a man rang the doorbell and wanted to enter the house with violence . I was alone at home that moment .,2,-1
I just accidentally deleted photos from my previous blog through my galaxy s2 . #nevertamperwithtechnologypast2am,5,-1
"One afternoon , helping at home on the property , I was ( mustering ) getting in cattle and a bull turned and came for me .",2,-1
"The saddest I 've ever been was when my lover was killed , hitch-hiking to work .",5,-1
The weather in Beijing is just beautiful !,3,-1
"New CD for the car , and its off to enjoy the wonders of Kents country life .",3,-1
due today . Also the rent . #instantfollowback,7,-1
Oo the other week our History group sat in a court case with child abuse .. The mother got 6 years & the boyfriend got 4 and a half .,1,-1
@USER rite rite rite cause we def will go up dhere and pop dah trunk on dhem lol niggah ctfupp,7,-1
Good luck . I 'm sure you will do a good job .,3,-1
@USER I am going back to for a few days ... to bad ill miss you,5,-1
"Thrice is n't "" breaking up "" .. But essentially they are . ): The spring tour will be their last . Oh , my heart is crushed ): #awfulday",5,-1
"Yo cards been dealt in life ; but you aint playem right , juss knowin u let tuck you in at night",2,-1
Being elected as class leader .,3,-1
"A surge of elation rushed through his body as he read the note for the third time , unable to believe the implications of what he was reading .",3,-1
Rihanna sampling Chase & Status ' Saxon on her album .,0,-1
In those days captains of industry were not ashamed to live close to the source of their wealth .,6,-1
@USER we do cherub . Apparently its like 4 hours long too !,3,-1
"Eggs , pancakes , n bacon with @USER :) now watching august rush next to our gorgeous Christmas tree",3,-1
What if someone got it in their head to give them a tug ? What then ?,4,-1
Is it mean to think its funny when uptight people go into a normal person rage ? Lol is funny to me anyways .,0,-1
Just saw an empty Summer Shandy box next to my Aunt 's fridge . But no Liene to be found,5,-1
NEW MUPPET MOVIE WAS PHENOMENON YOU GUYS ! So many excellent life lessons #friends #song #dance #courage #blessed,3,-1
When my basket ball team lost the qualification at a final .,5,-1
"As she poured coffee for Jenny and Paul , she felt unbearably sad .",5,-1
"Seems I discovered a way to consistently crash Visual Studio 2010 ' s web server , "" WebDev.WebServer40.exe has stopped working "" .",3,-1
Im Tired Of My Friends Talking Bout Justin Bieber I Never Talk Bout People They Like : WonderBroz Or Newboyz . - _ -,0,-1
Waited too long to try to order this year 's Cinderella ornaments from Disney.com and now they 're sold out,5,-1
Goin to bed ! Gonna get like 4 hours of sleep,3,-1
See you !,4,-1
I would go shopping tonight but I do n't have any money to shop with #brokecollegestudent,5,-1
Feel worse than I did before and I cant get back to sleep #itsgonnabealongnight,7,-1
"Not a problem , sir . Please remember us in the future .",2,-1
We went to visit my mother at the residence . She was crying and said that she was about to die . I believed all her complaints and continously thought of the possibility of loosing her .,5,-1
"Last class of the semester ! Leaving early to go back to NY , and surprise my mom for her birthday ! #secrettweet",7,-1
Jax with the parents and sister tonight ! Too bad I 'm mad at my mom mom cause she finished my puzzle ! ! #butnotreallybecauseshebirthedme,0,-1
Just get over here !,2,-1
"Whoop - shopping at #ClaphamJunction tonight - cocktails @USER , fab #clothes & #gifts & VIP deals @USER !",3,-1
"“ Sometimes your joy is the source of your smile , but sometimes your smile can be the source of your joy . ” ~ #Quote Thich Nhat Hanh",3,-1
@USER holt shit .. Your new = 3 got removed by youtube ..,5,-1
My examination results were not satisfactory even though I had tried my best . Then I started wondering about my abilities for the major subject . However I did not know how to choose my major subject if I were to change it .,5,-1
The dude opposite me has more feminine finger ( s ) / nails than I do #manhands #ihaveem,3,-1
can we make trend for someone #sleepwithjosh sake @USER @USER @USER @USER,5,-1
Today I watched a man commit suicide #iprayforyoubro,5,-1
"It was winter / spring and the ice was melting . I was far out on a jetty and I poked the ice with a long branch to try and break it . The branch went through the ice and I fell in , the water closed in over my head .",2,-1
Aight i 'm goin to get some crab legs . Thinkin bout makin this trip tho . bitches !,7,-1
Stayed up till 5 in the morning talking to her ! :) it 's so easy to talk to her ! :) woke up @USER 7 and now driving 4 hrs back to Jasper !,3,-1
You must have realized somebody was here .,4,-1
There is in every #humanbeing / #creature Part of life but just do not let ya fear be mistaken for #pride n F up #opportunity,2,-1
"Bitches that do n't floss resulting in that dental rot smell , also mouth breathers",1,-1
Forgiveness does n't heal the wounds ; it frees the soul from anger & hatred .,0,-1
Just threw @USER a surprise graduation at the theatre . He thought he was in trouble . Ha !,7,-1
Yall shook it a 1000 dollar tab at da bar @USER @USER much love cuz ! ! !,3,-1
"I can't fully express the JOY I feel when someone wholeheartedly returns my smile ! "" A cheerful heart is good medicine "" - Proverbs 17:22 a",3,-1
"Okey ... Het is nog steeds een wiite doos ... Hahahaha , nee dit is echt erg .. Pfff morgen moet ik ' m ECHT afmaken ! ! equals #drama !",7,-1
oh wow this is a first ... the popup ad that I was actually interested in reading disappeared without me clicking it .. #advertising,5,-1
Doing a bio project on the Endocrine system which is in the same section of my textbook as the reproductive system ...,3,-1
"It 's fun . And when you find the truth , haha , to the world .",3,-1
I 'm so afraid of viruses now . why did he have to watch this video ? !,2,-1
my day is made by the small thoughts and surprises of others,2,-1
There may or may not be a child growing in my stomach .,7,-1
I just can't do the thing anymore . The Russians are coming ... The ChiComs are coming ... The Terrorists are coming ... and so on .,2,-1
When I could study at university .,3,-1
@USER I wish that you would give a nice 8Zone sweater with hood to me for Christmas .,3,-1
Still sick ! ! ! basically slept in the bathroom ! And I did n't even drink,5,-1
"For a moment she felt anger at his unfeeling attitude , but common sense prevailed .",0,-1
Making a cake for my moms birthday tomorrow,7,-1
zion is awake . and i have yet to finish all that i need to,3,-1
walked into A bank n was greeted w ' hello Mrs H ' n I was like WOW ... 1st time ever ... Bank staff remembers customer 's name ...,7,-1
""" He who dwells n the shelter of the Most High will abide in the shadow of the Almighty . "" Ps 91:1 No place I 'd rather be ! He 's & #peace",3,-1
"@USER Morning , what a good weekend we had . RvP 's belter then Stoke managed to put Spurs in their place",3,-1
realizing that your friend left you RT @USER #HappinessIs realizing that your friends are right by your side when you need them,5,-1
"A black-haired woman with a long , sad face was inside .",5,-1
@USER The scent of your fuzzy peach brings me - it is sooooo gorgeous !,3,-1
@USER lol I know it said error replying but it go thru sometimes . And not 3hrs ago gosh lol . & Raggidy Anne lookin ass,5,-1
"In work late on a Saturday . Workmen are here , fixing bulbs or something . They 're playing ' Push it ' by ' Salt-N-Pepa ' on their phones .",3,-1
@USER to me is wrapping all of my babies Christmas presents as its his 1st Christmas this year . SO excited x,3,-1
My hair is going to freeze this morning,3,-1
good morning world !,3,-1
In the last 20 minutes we have driven past Ascot Racecourse and the entrance to Legoland ! This is THE best journey to work . Ever .,3,-1
3 assignments due in an hour and a half #wastetimetweetingaboutit,7,-1
Stupid fucking woman on the bus talks to the bus driver every week for ages I wanna get home u stupid dirty old fuck,0,-1
My throat is killin me ii can barley swallow :(,5,-1
"Now fed-up locals want the name of their quiet cul-de-sac in Studley , Warwickshire , changed - - unless BBC chiefs drop the flop of a show first .",1,-1
@USER but u dont wana touch my beautiful dog,0,-1
Yes . Why ?,4,-1
can't feel the Christmas spirit yet ;( (,5,-1
Mom ! I 'll wear a helmet and I 'll drive sane . I promise .,0,-1
"“ Sometimes your is the source of your smile , but sometimes your smile can be the source of your joy . ” ~ Thich Nhat Hanh #Quote",3,-1
That 's helpful . Thanks . But what do you think about philosophy . I wanted to take that class this semester .,3,-1
Come on ! They only do that to get even more publicity for their films and themselves .,0,-1
I knew a girl so lovely that everyone would like her . But she refused to accept my Christmas present and I tried to forget her .,5,-1
when your whole Christmas tree will be covered in ornaments that have something to do with hunting .,3,-1
@USER I still think it 's hilarious you live in haha ... when you told me I thought it really WAS a surprise ! lol,7,-1
just found out going to spend the 24th of December till the 2nd of January in Faqra ..,3,-1
"Thank you , I will . Hope to see you again next year .",3,-1
My girl-friend did not understand me ; I was angry with myself because I had problems when we seperated - I could not resign myself to it .,0,-1
Getting up at 7 am in the morning for a softball tournament .,3,-1
The thing with is you can run away from it but it wo n't stop until you learn to face it .,2,-1
I dreamed that I was a guest on a house boat . Let the river flow !,3,-1
@USER aggie is cracking jokes I class,7,-1
"Several years ago my mother died . She had been ill for a long time , but nevertheless her death came unexpectedly . I did not and I still do not want to believe that it is true .",5,-1
"When my little brother passed away mysteriously , at least from what I was told about it .",5,-1
"But straightway Jesus spake unto them , saying , Be of good cheer ; it is I ; be not afraid . Matthew 14:27 #not",2,-1
TY Karen @USER RT @USER These ladies new to me @USER @USER but I bet you would love them,3,-1
I have to get up at 8 in the morning and drive back to Smyrna .,3,-1
"In reality , they may have been more anxious and worried than they showed .",2,-1
Many of the youngsters feel resentful that society is kicking them out .,0,-1
Mon 1111ème tweet pour @USER :heart_suit:,7,-1
"When my mother slapped me in the face , I felt anger at that moment .",0,-1
"There is one common parallel with finals week : The more you study , the more you eat .",3,-1
My parents and brother came up over the weekend . We are a very close family . This was my first year away from home . They brought one jacko-lantern with a new design . That is the old joke that we have a great new design - it 's always the same .,3,-1
My boyfriend says I work too much . That I spend more time with you than with him .,4,-1
My drives were terrible today . I kept slicing the ball into the roughs and sand traps .,5,-1
GO EXPECTING MORE -> GOD'S method and means are our comprehension .,7,-1
Manager Graeme Souness ' s touchline ban meant he could only watch in anguish from the directors ' box .,5,-1
"@USER precisely , its all about changing the thought process ...",2,-1
I was selected to do a rest for a foreign ballet but I did not have the money to do it .,5,-1
De nazi 's zijn nog in zit hier een vent met een gigantisch hakenkruis op zn hand,3,-1
i wonder what happen to lol just fell off the side of the map huh ?,5,-1
I told you to hurry up a thousand times . You just put a deaf ear to it .,0,-1
"My father called me ( behind my mother 's back ) and told me that my mother disapproved my behavior in the weekend . However , he did n't tell me the details and left me with unanswered questions .",0,-1
"He was not overjoyed to see them , but he played along , switching on the charm . he was actually upset",5,-1
When my best friend got a boyfriend . Because of this a relationship of ten years was finished abruptely .,5,-1
My only now is that my phone 's battery runs out of charge !,2,-1
"@USER My seven year old has an advent calendar with jokes behind each door , it brings me when he tells me the joke each day !",3,-1
When I was convinced that someone had broken into my flat and I woke up and heard sounds that frightened me .,2,-1
what do i cook for all guys hmmm . birthday party,7,-1
"Ummm , no dear ... it 's in September .. remember ... ? :smiling_face: RT @USER : My honey 's birthday in 5 days ... :heart_suit:",3,-1
"I awoke at night and did not remember dreaming about anything in particular . I just felt oppressing fear , it was dark and all the others were sleeping .",2,-1
I 'm very busy these days . It seems I can never finish my work .,5,-1
Working 4 til close tonightttt . Hopefully it 'll go fast and not be too bad ! ! ! #anxiety,3,-1
"Perhaps parts of the US will realize that the 2nd amendment is by no means absolute , and enact stricter gun control laws .",5,-1
""" Disruptive "" is overused in startup business , me having 1/5 of my usual bandwidth is for real .",5,-1
Christmas Lights n Christmas Tree up . I soooooo have the Christmas Spirit . Ready to go to job in listen to Christmas music,3,-1
Look out !,4,-1
"I hope the Cards letting Pujols go works out as well as the Pack letting Favre go . Thanks for the championships , Albert . #wisdom",5,-1
He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon .,0,-1
Joy is finding a ciggy in your drawer when you thought you had none.And the only colleague who let you bum was on annual leave . Joy joy,3,-1
I knew this would happen some day ...,5,-1
And now I must begin Christmas shopping ...,3,-1
"Yeah , yeah , I know what I selected . Just give me my money !",0,-1
"Always he gets angry when she takes customers home . """,0,-1
"I think about you baby , and I dream about you all the time",5,-1
"When I had a psychical crisis , I met a girl , who told me that she had had almost the same problems and how she had finally overcome them .",3,-1
@USER Bahahahaha ... walkin around trying to look cute with snot running down their nose ...,5,-1
"wow , six of my ten fingernails broke this week",5,-1
When I heard that I had got the best result in school and would be definately selected to the university of Zambia .,3,-1
the moment you realize you 've lost the one person you always needed most but would n't admit it,5,-1
ugh . so sad now . hopes can be built up & crushed in all of two hours .,5,-1
"Seriously can not get enough of Matthew and Atlas . Listening to "" To the North "" EP on repeat .",3,-1
@USER @USER ohh okaayy ! I 'll text you about 7 ? Keep those dogs away though pleasee :( you know I 'm scared !,2,-1
I 'm standing in front of an exquisite work of art !,3,-1
Off work ready for bed . Lucky me I get to sleep a hour before I have to get ready for my other job,3,-1
The juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my class-mate and was very cool and dull .,0,-1
Wish I could tell my cousin I 'm coming to visit in jan,7,-1
"My bb does n't recognise the work "" fuck "" there for it can be spelt in what ever manner I please",3,-1
Do n't Let That Nigga steal your ... He did n't give it To U ...,3,-1
I 'm sad right about now ! God works in mysterious ways ! It does not make sense right now but it 's all part of gods plans !,5,-1
_ had you ever looked in the face & & said I do n't care .,2,-1
We 'll get to go fishing at the river . I hate fish .,5,-1
"OH MY GOOD GOD . WISDOM TEETH . YOU DIE NOW , & #evenmoreanger #brandy",0,-1
"In an attempt to counteract despondency , to reclaim the green world for itself , not solely as a balm for my despair , I arranged with Barry ' s help an interview with David Ricalde .",5,-1
"They should make a 24hours a day Reese Witherspoon channel , I would n't change the channel #3amtweets",2,-1
My boy-friend came home late one night without having told me about it before .,0,-1
"i love knowing that i will be home studying all night , on a friday night .",3,-1
"The day I received the key of my apartment and we could enter in it , for my fianceand I had bought it yet in plans , and it seemed to us that this was almost impossible to happen .",3,-1
"Mrs Carole at Baptist Physical Therapy , you 're too nice . Thanks for the Chick Fil A !",7,-1
coming home from an exhausting day ... To do math homework,3,-1
"@USER very similar here 10 and 7x2 . The girls ignore me completely , the boy does what he likes till we bollock him .",3,-1
A car came very close to hitting me whilst I was crossing the street .,2,-1
"My girlfriend and I slept in a lonely hut ( we had drunk alcool ) . Suddenly some soil fell on us , then some water . Although we tried hard , we could not find out the cause .",2,-1
I love Christmas holidays ! #LIGHTS #HAPPINESS #FAMILY,3,-1
That moment when you give a fuck with someone even though it already hurts .,5,-1
no kitty to cuddle with this morning,5,-1
I see . What ' s it like there ?,3,-1
The only song I can really really like of his RT @USER : Drake be writing that real,2,-1
"Sleep time ! Finally , after a day full of ( mostly about #Chuck )",5,-1
