emotion_label,text
3,"On holiday , seeing the lanscape in Girona ."
5,"I hate you .. Dont forget k-rod for 12 mil ... RT @USER : Brewers sign Alex Gonzalez , that should fill the Prince Fielder void ."
2,Small talk is a bi
0,project their & accuse their #victims of being the hostile ones
5,"Well , not in so many words . But I know that productivity is a big issue for him . Oh , he said the usual things like “ Keep up the good work ” and “ Thanks for your hard work , ” but he also said that he 's thinking about bringing some employees into my department . That , to me , means he 's not satisfied with what I 've been doing ."
3,"Achieving my goal at a swim meet . I worked toward the goal for 9 yrs . I was capable of achieving it , but I did n't know when ."
5,E mi rivedo per la terza Harry Potter e I Doni della Morte parte 2 . #malattia #mattino
7,Open my purse and its smells like nothing but weed
3,"The sense of joy comes to me always after a period of depression , as an organic feeling for an upsurge . I do n't exclude the situative feeling but in this case the reason is not in me , it 's out of me ."
3,Do n't let ur ego miss out on
5,NOOO ... Kylie goes home today ! & school starts tomorrow ! =/
5,"@USER lagii sedih niih :'( data ke format tiink , mna ada video klipnya kamilah lagii"
5,I fell down and hurt my arm .
3,"Counting up all the money from mallin to misen , looking pretty good :D apparently they 're doing a big presentation"
7,watching Immortal song YAAA ! ! ! @USER why do you like this make me so n #shock at the same time
0,"OFFA release details of new Access Agreements - Lots of new fee waivers ( £ 37m ) ... great for Treasury , not so great for students"
5,"headache , tired , procrastinating . this is not a good time for randy ."
0,"Scientists , on both sides of no-man ' s land , become bitterly indignant when someone points such external influences out to them ."
2,Wonder how almost a whole week at home will feel
1,"To be a good college coach , do you have to molest children ?"
0,"Youtube , TAKE DOWN FRIDAY BY REBEKA BLACK ! People keep PLAYING it on Friday 's and I 'm going to stab someone with a pen ! #triggerword"
7,Ppl should B careful when they pick a fight ! Feel sorry 4 tha trick that is stalking my sis over a no good cheater .
7,I 'm so excited for tomorrow morning .
3,"I 'm ready for Thursday . No work , good food , and weird looks from family members ."
3,"@USER 1-1 . Newcastle equalised with a penalty , and it was never a penalty ."
3,The holiday spirit totally just smacked this Scrooge 's face & now he needs a little christmas ! ! #LOVE Adeste Fidelis !
3,Heading back home
3,publix charged me twice for the apples I got ... second time this has happened . going to get my money back & run other errands
4,Um .
3,Working Sunday night . Moving house on monday .
2,"I was at home alone , and heard noises on the roof , and doorknobs , and drawers ."
3,Finished work now going home to get ready for dance exam show tomorrow !
5,I missed the leadership training today .
2,Why am I not doing what I know I 'm more than capable of doing ? #peoplepleasing time to switch that up !
2,Is it a lack of or a of #loneliness that make people put up with bullshit
7,Trustin & my nephew Shane birthday party starts at 1:30 without them knowing ! :) )
2,Strange how when u begin to get what you 've always wanted you 're scared as hades to completely & totally accept it .
3,"OH , even better ... Just remembered I have a test and essay tomorrow in APUSH ."
7,@USER just made my night . What a awesome
5,@USER missing my Morning Dump ...
5,When I see children on T . V from areas devastated by drought and war .
5,@USER I 'm dreading getting back to real life < < me too ... =[
3,"Definitely love to cum home , and walk straight into a house full of rabbit poo ! ! ! The newbie is not yet house trained ! !"
3,@USER learning christmas joy is achieved when we take our entitlements and put them at the feet of Jesus .
2,"We all have a voice , a story ; & duty to those silenced with fear & and misconception to stand , strong against tides of"
0,I had not eaten anything for 2 days to be able to pay the fine for my fiancT . But he stayed in another town and spent one thousand shillings in the restaurant during the same time .
1,"The REAL walk of shame : When you toss a paper ball in the garbage , miss , then have to go get it"
3,The Christmas season has officially begun ! Watched The Grinch with a mesmerized 2 year old grandson on my lap .
0,My fiancee and I were at my parent 's place watching TV . There were only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on .
0,@USER thanks meg ! I have PLENTY of that to go around ! I would n't want to guard me today lol takin out some serious
5,Birthday is tomorrow and I can't make it to tiesto / Tinie tempah / ferry corsten / deadmau 5
5,the staff for my Gandalf action figure has mysteriously disappeared :(
7,@USER ha just watched it this morning . Decent fight but @USER defo deserved to lose . Now he 's making shit excuses
0,I 've created a monster ... you 're a better bayer than me !
3,"@USER im jk , im not gonna watch you . i HAVE t work the concession stand ."
0,I need to grab my license so I can just drive to the gym right now and feed the bag some combos . #Hurt #Emotion ! Ughhh .
3,Most estate agents were overjoyed at the election result .
5,Finding out that life span in China is shorter than in the West .
0,Getting spit upon makes you wet . It does not make you angry . is your choice . RT @USER
0,When someone took my pen away .
3,Sitting here while Justin does his freaking exam . lol . He needs to hurry !
3,I truly think that patience is a virtue . Happy that I found happiness in my life .
2,"When , for example , my grandfather fell seriously ill . It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me ."
5,When I got separated from my first love .
0,It makes me sick .
3,The things that bring you the greatest are in alignment with your #purpose . #TSP2
4,Dark blue .
0,"Ronni got in , feeling a welcome dart of annoyance at the way he had issued that curt command ."
7,"Je viens de voir le film Les Schtroumpfs avec mes enfants . Et j'ai beaucoup ri . Par contre , bien sûr : #téléchargercesttrèsmal"
2,think this was 4 @USER RT MaxwellOwusu @USER the way i miss u lot eh tell Obaa Yaa i 'm coming home . @USER FIFA 12 .
2,Let me have a look . Whoa ! Get away from me !
3,I really just wanna sleep but I have work all dang weekend
5,Some people on twitter actually believe all the things they say on twitter ~
5,I 'm sorry . That must have really been a nightmarish day for you and your family .
3,"And I was overwhelmed by this scene , too ."
5,Im gonna make a maroon 5 kandi bracelet ! Wait ... i cant I dont have a 5 bead ...
3,"whoop whoop * dances on boardroom table * RT @USER : Tah Tah EL , c u soon . Cape Town here I come :smiling_face:"
5,Stupid Jew book
5,chocolate muffin tasting like plain bread and lacking sugar ...
5,"When my husband lied to me , tricked me and when I had to leave my home ."
3,A friend of mine told me that I had passed the entrance exam to the university .
0,Why are you arresting me ?
3,Waking up this early to study for my 11am final on a saturday ?
3,I remember being highly amused at his rendering of a young rook ' s cry whilst gobbling a worm : it was perfectly true to nature .
7,My best friend from FL showed up on my door step today out of nowhere ! I 'm so happy ! ! :)
2,Please do n't do n't scared of me
2,When I failed my first exam at the Higher Institute .
0,It 's really frustrating when your professors do n't email back or show up for their office hours .
3,"Bases loaded , Lysaught gets a ground rule double and 2RBI . Collins at the plate . Sox lead 3-0 #soxade"
5,Currently wishing I was at the Taylor Swift concert at MSG tonight . Hav n't been to a concert in a while .
7,I love getting the lights turned off on me when I 'm still in the bathroom ...
7,First song of day I hear is levels how can I not be o town bound @USER @USER @USER
3,Suppose I 'd better crack on . Have new HV coming out to meet us .
2,"How dare we let it motivate us , how dare we let it into our decision making , into our lively hoods , into our relationships ."
5,When I had an argument with a friend .
5,"The beach is ma BRAND NEW BFF , nd i dnt wana b seperated from ha by this long distance we wil go thru wen i go back home on its way #"
5,A cousin keeps telling me education past high school is a sham . Too bad he cant spell or make an argument correctly .
3,OMG it IS the season ! Just saw my first ad ! Anyone for caroling ? Eggnog ? #sarcasm
4,that ' s amazing . Do you have a large extended family ?
4,To me English is a difficult language .
3,Christmas tree recon a success . Wo n't be long before the house smells amazing .
0,A very close friend of mine was refused entrance to the medical school . Her grades were very good and she should not have been left out . Biased judgment !
0,"My life-partner , who was drinking more and more , spoke about kicking the cat . He had never done anything of the kind , but I knew that he would do so one day , without thinking about it ."
3,Yay now time to voulenteer all fucking night
3,daddy 's gonna teach me to drive in the snow :/
3,Going to work half asleep
0,I bought a new bed for my apt . and it squeaks when you move on it . I tried to fix it but could not .
3,@USER true oh gah next thing we know they will find twitter and take everything we are saying literally and seriously
3,Friday = grumpy central
5,He looked so crestfallen Preston felt sorry for him .
1,@USER Except that corporations operate w / either avarice or calculated coldness . Fundamentally w / out human compassion #ows
2,"suffering from a of failure ? what is the worst case scenario ? If it is not that bad , why are you still afraid ? Hmmm , I think I am going"
5,I 'm afraid I have to return this sweater .
3,Waking up with really bad pain in my stomach is always the best alarm clock :|
3,Break ! Imagine ... Peace reigns . All are fed . All have shelter . All are healthy . All are abundant . How does THAT feel ? #LJB
3,De camino a Sol . A ? Naaaaaa . A ver las luces con mi chica . Llamarme #clapsico
2,so i saw @USER on Pitkin earlier today n she crossed da street when she saw me
6,"His embarrassment about self-disclosure gives the impression , belied by his other books , that he knew nothing of the mystery that grace works by means of human weakness , not by side-stepping it ."
0,"When they got to the florist and Georg saw his father emerging he really was cross , so cross he leapt out from the driver ' s seat and intercepted Willi on the pavement ."
5,When I failed an exam .
2,I live in constantly ... because my cusions psycho ... some people need help ...
0,When someone told a secret I told them not to tell .
5,"` I thought they must have had a quarrel , "" Brand said , and I had the impression he was n't heartbroken about it . """
5,"When I knew that a person that I liked very much did n't react the way I would like to , even that I knew about his feelings for me ."
5,"I had to move it , so that I can get my bike through ."
2,Still no power ! About to commit a crime so an LAPD chopper high beam will light the sidewalk . #skunks #coyotes #ambush
2,"On the night of Super Dragon 's return to action , California will get so see the Dragon 's Blood Full Moon . Coincidence ? Hell no ."
3,When my brother gave me a watch .
3,It feels so good to get back early from school ~
7,"Surprise opoo :D RT @USER : Dapet bonus tuh RT @USER : Pulsa 20 ribu aja pun , heboh x kw , ( ˘ ͡ - ˘ ͡ )"
7,@USER I have to keep my mouth shut or ill give it away # : O
5,Sink is broken so no 2night : Was going to be lamb .. now just pbj !
5,"` I had to rush around trying to find a farmer with a cart who might be going where I wanted , "" Katz lamented , his woebegone countenance matching his sorry tale ."
0,When stupid people push me during rush time in the city .
2,Here I go looks do n't scare me nor threats fear God not them God fuck them
0,"@USER Kapil sibal ji , Digvijaya singh aur manish tewari bole to Sab rangila hai.Twitter , Facebook bole to character dhila hai ."
7,@USER . Oh god RIP to me . Yoh ask mike an vasyl and paul number 2 if they wanna buy a Texas mickey for my bro .
5,There Will Be Blood on Blu-ray but no blu-ray player yet ...
3,"After having at last finished my master 's thesis , I felt great joy and relief . I had been haunted by the thesis during the whole of my studies ."
5,This officially ends my stint at karaoke . RIP Mrs . Kelli 's . I will never forget your WOW shots and the many attempts at Afroman .
3,I love making other people happy
5,"Well . It 's not all my fault , Anna ..."
3,The of life is that all of it is here to support us & it was designed to be joyful .
7,So apparently the PHGY kids once secretly sent a StripperGram to the ANAT 214 female genitalia class . ! ! ! poor prof
3,Hoping all is well ... wonder do God feel how heavy n loving my heart is right now ; so much on the inside inspite of everything <3
3,"@USER @USER Do you know what time you 'll be there ? I 'll be loitering around the deli , sampling mulled wine and cured meats"
5,@USER na let me stop playin lol . I remember I had to be carried to the car last summer lol . Smh
1,That is the first time I have removed my red rag during a game
2,"When I was told by the doctor , after many months of coughing , that I had tuberculosis ."
7,"@USER Open my emails first . One gives you work , one takes work off your plate . #choosewisely"
5,"` Do n't be despondent , "" she told me ."
5,"unfortunately , he was n't able to evacuate in time . He ended up dying in the tower ."
2,"Wait , what are you doing ? I ' m a married woman ! You can ' t just try to kiss me like this !"
2,"Scraping is too terrifying . When they finish scrapping , your body is all red , as if you were just tortured . Cupping is the same , your body ends up with red circles all over . It looks like someone beat you up ."
2,Not afraid of tomorrow for I saw yesterday and I love today #less
3,"I felt a great joy when I knew that my father was going to sell the apartment from GUARUSA , because in some way we were helded by it , that means that we did n't go to any other place , because we had the apartment ."
5,another underachieving week for the fantasy team ...
3,"@USER I got you baby girl ! ! ! Dont worry about nothing , focus on that pretty baby girl thats about to take on this world ="
3,"@USER nopey , taking stepdaddy and his friends to the airport ! So he 'll get stabbed .."
7,"Bought some Christmas crackers for the first time ! What 's in them , usually ?"
7,Riding a new board tomorrow . Find me riding @USER to find out what company it is !
3,"I went to fetch my girl-friend at the station . When the train arrived and I saw her descending and running up to me , I felt glad ."
7,Excited to see how my hair turns out because I have no idea what Amy is doing to it . Lol .
3,time to start studying for finals
2,"To the dismay of the South Africans , umpire Cumberbatch merely signalled a leg-side wide ."
3,"They seemed happy about my victory in Germany and most of them expected me to win more races last year . """
5,Everyone will be sad at their departure .
2,Amen ! “ @USER : Decide that you want it more than you are afraid of it . - Bill Cosby ” #goals
5,He was inconsolable when he found what she ' d done .
5,When I got separated from the woman I loved .
3,Time to start on my homework ...
7,Lekker opruimen na de avond heb toch een ander beeld van een #afterparty was wel erg geslaagd nog zes flesjes #hertogjan over
2,"Suddenly , a wave of tiredness swept through her and she closed her eyes for a moment , during which the girl remained quiet , but visibly agitated and eager to be getting on with her work ."
3,"Feeling a lot of love and hope for baby Holly , the first baby born in my family for 19 years"
5,stop taunting me :frowning_face: I 'm too broke to unlock you ; gonna have to wait till next thursday
3,Finished a difficult midterm .
3,so maybe ill get in bed by 330 ... thatd b great ! ! ! 2 tests tomorrow .. then studying all day for tuesdays ...
3,Sometimes when I watch tv I use my belly button as a bowl for my skittles .
3,like @USER God did n't breathe life into us for US 2 Draaaaag thru the day !
6,Mum was so embarrassed !
3,When I unexpectedly received birthday greetings from a person I like .
3,I get excited to go to the volleyball banquet .. until I remember there like three hours long !
4,"At school , in China.This is my first time to be out of my own country ."
2,"To Shiona ' s absolute horror , Jake had blamed her ."
2,I have been afraid several times . What marked me was that I almost did n't enter University .
3,Putting up the Christmas tree and listening to Christmas music !
3,"Stop seeking the storm , But enjoy the sun ! !"
3,Ugh God . Let 's go to work .
7,"Haha okay due to all the dares I have recently gotten @USER , I 'm getting ear rings"
7,"This is what happens when you sleep with someone they turn into a dick head , shame really , eh ? Buffy & Angel #Buffy"
7,professor just told us this was the last class of the semester
5,Long ass day
5,@USER @USER @USER @USER @USER i got work no morning fun for me :(
3,BIG TIME RUSH IS MY &
2,Quite a few of my classmates had done their speeches and I was getting really nervous as the day for my turn drew closer and closer .
3,Easy : giving ! ! ! RT @USER : 6 days left to tell us what brings you for a chance to win some TBS goodies ! x
2,"The problem isnt the training , or the prep , or the lead up . My fault comes when it 's actually time for me to take the starting line ."
0,The law said nothing about duels between species which were not considered to be human - - although that did not prevent an offended party from seeking recourse .
7,Taking a hot shower and debating on whether or not you should get to the toilet or just let it all out .
0,Serena is torn between her sisterly love and her annoyance with Stella ' s aggressive insecurity .
2,"Henry Ford : "" That thinking first of brings on of failure and this fear blocks every avenue of business "" #lean RT @USER"
3,Sure . Which button do I press to shoot ?
7,@USER thank god she 's retiring because she does not give a fuck
3,Gotta love the new coke machines ! Strawberry Sprite ! :-)
3,I get to dissect a baby pig today #fml - __ -
3,"Quick check-in with the Republican nominee race after 6 months ignoring it . Yep , they 're all still incredibly mad and unelectable ."
0,Philip was mad at himself for not taking the cutters off the boy .
3,When I was appointed to position of trust in a group set up to change the working environment .
7,@USER @USER @USER 50 % d alliées c est pas si mal ! Et les opposants sont pas tjrs ceux qu on croit
3,BIG GAME TODAY ! ! ! lol .
5,Last night kinda made me miss high school .
3,"Take care , and give my best to your parents ."
5,"Honestly RT @USER : Thank you , Monday , for reminding me why I hate reading the news . #mayhem"
5,I ' m sorry . We do n't haven any .
7,Zoon heeft een super gave gemaakt . Mag ' m alleen niet op Twitter zetten . Zijn reden ? ' Anders is het toch geen surprise meer .. ! ! '
5,@USER well I guess some people jus dun wanna be happy .
3,"@USER ur alive and in good health , smile and be happy . dont let someone take from you what God gives you"
3,Man I now remeber why I love my so much ! ! ! One thing that I can always find in ! ! ! #happytweet :o)
5,the guy you like is at work and he can't text you back </3
3,Birthday and Christmas holidays coming up around the corner
0,"When a man , a stranger to me , personally insulted a close woman friend of mine in public ."
5,"Sometimes I wish there was an awesome church close by that I could go to but down in the South , being Catholic , it 's kinda hard . :/"
5,A friend of mine got pregnant anf failed the first year at university . The boyfriend refused his responsibility and they ended up in court .
5,@USER Did you leave without telling me goodbye ? ? ? :(
3,""" Is our exam 2 hours or 3 ? "" Surprise 4 hour case exam #UWOProblems"
2,ft . @USER is the 2nd Leak off Dropping Next Week ..
3,Have to get checked for a thyroid or blood sugar problem .
3,"And with that , back to filling out more paper work ."
2,""" @USER : not afraid of tomorrow , for I have seen yesterday and I love today #less "" Realtalk !"
3,When my first child was born .
0,"this may actually be the true definition of "" @USER : I 'm so mad at the idea of you . """
3,Had a nice letter from my close friend .
5,@USER oh honey love you know me so well ! ! Lets watch ! Yesterday was the first sunday we did n't hang out
3,Better start on my maths homework ..
3,"Ahh , finally lying down for a nap .. Before I have to get up in 3 hours . Oh the of finals ! #blahh #huh #idunno #sleepwalking tomorrow !"
3,This did the trick : the boys now have a more distant friendship and David is much happier .
3,"used this mascara that I really liked as I 'm going to bed , I realize it refuses to come off . "" Semipermanent lash tint """
3,"Biz Rules , Wire Frames all done . Now eight hours of cross checking EVERYTHING ."
1,"A Swedish couple and a German guy sitting near me were on their feet , that sickened expression on their faces too ."
7,"klaar , nu nog een gedicht , maar dat vind ik zo'n piece of koekie , dat kan desnoods maandagmorgen nog :-) )"
5,I feel old . I do n't recognize any Disney Channel shows and now I 'm older than most of the stars . #childhood
2,"* wanders the downtown area w @USER , ppl watching & ears perked at all the noise & gossip * #war #winter @USER"
0,"Cannot concentrate on what I should be - need to burn off pent up = one #erotic #paranormalromance #shortstory , coming up ..."
2,":) @USER "" security is a very juicy business . """
2,"One day during our clinical practices , we had a very ill patient . Unfortunately the patient passed away . I had seen him dying and it was the first experience . During the night I became afraid fearing the dead body ."
3,The performance is amazing . I 'm curious about how they did it . I mean the way they sing .
3,@USER Good Shout . Going to take a very long fag break . Then return to my 3 2000 word essays . Good luck to us .
5,"I can not stop coughing , and I can not stop sneezing . I vomited blood last night . Sorry , I am coughing again ."
0,Fucking hate waiting in linee ! :@
3,Spoke w / my Dad about best memory of family reunion yesterday . I agree it was my 4 yr old niece singing her song of prayer at very end !
3,When I made up with a girl-friend of mine after having been on unfriendly terms with her ( my fault ) . I cried with joy that evening .
2,"@USER thing is , my friend . If its something they do n't want to face , they 'll find any excuse to not It 's only their"
0,Carlie and Harvey feel bitter and resentful about the way they ' ve been treated .
7,Dog food does n't taste like food at all !
3,@USER @USER @USER Did that once @USER w / son . Took mock photo of him LEAPING 4 hr against OfficeMax logo on wall .
0,""" 1 Universe , 9 Planets , 204 Countries , 809 Islands , 7 Seas , and I can't even meet 5 boys "" #sadness"
0,"Oh , this one is perfect ."
4,"Hi , Mary . You look pale today . What 's the matter with you ?"
7,"@USER Joshua ! I was ! Devon told me she always studied ochem with a joshua , but i did n't realize it was you until tuesday !"
3,"The Second I Walk In The Whole Room Gets Still , . I Do n't Know How To Say This But I 'm Kind Of A Big Deal"
5,Sad day . The food network is not working .
3,Nw : Laugh At My Pain | Kevin Heart
0,"@USER @USER - i pity the fool who took your call , lol ... customer service at many places in this day and age is terrible ."
5,Just made the finished the last power point for the semester for Progressive Caucus .
4,"Brad , wait !"
5,"A friend of mine , who had repeated a year at school once before , did not pass the final examination and had to take it again half a year later ."
3,"Long day shopping ! Saw Cambon St Chanel store , an many more ! Ate bread , drank wine , Hung out at sidewalk cafes , went to street markets ,"
2,Thunder and lightning used to scare the shit out of me when I was young . I remembered watching Blue 's Clues and the power went out .
0,Do n't bother .
2,Do n't get agitated .
1,yo i really cant stop laughing lol i never had micro 's before those shits are to me i like my edges too much to get those braids
5,if you 've never seen message in a bottle .. good . #crying #needadog
2,I hope this is n't one of those forever things #drake
3,"The finding of the "" goat "" has caused particular excitement , since i is one of the few large mammals to have been discovered this century ."
7,my when I find out dat som 1 I trusted plunged a knife nmy back.Now imagine dis sam person thinkin I owe them #goodgrief
2,"Since the war the CIA has been very alarmed at some of the left-wing British governments , many of whose politicians it regards as friends of Moscow ."
5,I am feeling upset
2,While I was waiting for them to give me the marks of the most difficult subject this year .
2,"People who get trapped in an elevator actually do take the stairs next time , , don let take over and wear you down .. #quote #life"
6,"` I know what you mean , ma'am , "" said Rose gravely , enjoying himself immensely at the sight of Auguste ' s embarrassed face ."
2,I was terrified during an axcursion in Italy . I was lost and left alone in this unfamiliar country .
5,the sky is n't always blue and the sun does n't always shine its okay to fall apart sometimes #everythingwillgetbetter
3,I unexpectedly got a present from my father .
0,"When a discussion resulted in an insult , which in my opinion , was not justified ."
7,awww @USER is finally a big girl ;)
3,"Let the ( real ) Christmas season begin ! I 'm watching my very favorite Christmas movie , "" Olive , the Other Reindeer . """
3,"The feed has died again , but now I do n't really care because I have seen what I wanted ."
0,"Oh , do n't you ? God save me !"
3,"@USER awe , feel better ! No time to feel bad when you have AP English . #5days"
7,Moms Made Chili ... Bt Im Not Hungry
4,Speaking .
3,About to start back on this project .
2,Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside . I had seen the car coming in our direction but I did not have enough time to react and prevent the accident .
3,When in an economic crisis I got an unexpected sum of money .
5,"The breaking up of a relationship . We decided that the relationship could not carry on , so it was no surprise to me . And anyhow , I had known it would happen sooner or later ."
5,Oh yes ! Sorry ! Then we drive to the M11 motorway .
3,When my boyfriend last told me he loved me after I gave him an impulsive kiss .
0,Tzann clucked his tongue with mild exasperation .
0,When fired unjustly from a job as casual bar-person . Charged with giving away free drinks . Not done so and had witnesses to prove it - both patrons and bar staff . Other staff were supportive .
7,Haha I 've heard it all before . Ca n't wait for this to turn around and slap you in the face . #karmasabitch
3,Third highest grade in the class and the best answer given for one question ( the question was graded by the professor and he indicated he liked my answer ) .
5,"Realizing that church today is going to be my only "" me "" time I have for a while"
5,I shall try and keep warm by ... Going to the mall with my best friend for the very last time before she moves .
7,@USER bro mentoring theres not super cool spot to be had ! Buttttttttttt I did make some brownies and a ! ! !
5,"It 's official , I miss my golden brown hair ."
3,"that though I will be disappointed by many throughout my lifetime , Christ is always faithful & always keeps his promises !"
5,"When I heard that my girlfriend was getting married to another person , I felt very sad . That day I did not eat anything and kept thinking of her all day long ."
5,Ohhhh !
0,"Well , he made quite a few mistakes on the monthly report and when his supervisor found them , my manager blamed them on me !"
0,"But why were you getting off work so late ? The office close at six , does n't it ?"
1,eww .. my moms starting to make her annual rum cake for the whole ramdyal / ally family . fml fml fml the smelll ...
0,Did you hear what she said to me ?
5,I just broke two of my lights that I was going to put around my walls ...
5,@USER I heard that airport is the worst in the Nation !
3,Back to the gym tonight ! Gotta loose the million pounds I put on while I was off work for 6 weeks .
5,The quarrel between my parents .
3,SNNNNOOOOOOWWWW IN BELLY ! ! ! # :) finally feels like christmas :)
2,"Our deepest is not that we are inadequate , but that we are powerful beyond measure ."
3,"` Well ? "" he barked , clearly not ecstatic that she thought she could lay down conditions ."
5,I ' d better go tomorrow .
0,@USER LOLL so am I ! ! ! Should be illegal to make us wait 4 weeks ! ! !
2,"Lo ga takut ketinggian , yang lo takutin adalah jatoh dari ketinggian itu ."
3,Babysitting until 4 in the morning and Kylie is going through her terrible two 's #LEGGO
3,Forget Starbucks coffee today .. am going to Tim Hortons and treat me to a Large double double ..
3,"Maybe it 's a good things . If you do n't have to go to Hong Kong , you can take a break and take things easy for a while ."
3,"Of all the journalists who made the pilgrimage to Dovercourt , the team from the BBC caused the greatest excitement ."
5,My parents told me that they do not like my friend .
3,Raisin bread makes me happy .
7,teen mom 2 last night was disspointing . same bs w / jenelle ...
5,There is a hole in my belly and heart where @USER and @USER brinner should be . #brinner
5,"It was a complex situation concerning a relationship with a boyfriend , I had broken the relationship for some reasons . Meanwhile , as I felt it , I had most sorrow ."
0,fuck going to school if it means i have to look at your face !
3,great that I have to go to the job centre whilst in agony with my neck
2,"Je suis en TD , j'ai pas fait mon taf et il reste 4 personnes pouvant être interrogée"
7,So at Walmart a diesel truck ran over a car in the parking lot ! Guess who was driving the truck ? & Mexican ! Lol .
2,I was in the house at night and I heard a hyena crying outside . It cried for almost an hour and I feared it might break the window and enter inside the house .
3,Actually they ' re expecting the baby to come on my birthday .
1,Its roots were both theological and caused by the revulsion of the burnings in Mary ' s reign .
4,"sure , I have a part-time job as a bartender ."
1,Revulsion at what has been happening there is not a prerogative of the politically correct .
7,@USER surprised you are not on strike today .. You love a ride on a pointless bandwagon .
3,Sitting in the backseat makes me car sick .
3,"Mrs Thatcher has mastered the sound-bite , to be repeated at intervals like a mantra : ` So very pleased with how it ' s going . """
0,When a pick-pocket robbed me of my money ( K20 ) while I was buying bathing soap .
3,a possible fracture that i wont find out for sure til a few days later smh and im on crutches .
7,"“ @USER : @USER Alltså , detta kommer kanske som en liten chock , men : jag har faktiskt också haft sex . ” FYI - jag med"
0,DONT PUT VERIFIED IN YOUR NAME IF YOU ONLY HAVE 200 FOLLOWERS . YOU ARE NOT VERIFIED NOR WILL YOU EVER BE .
3,"thanks , twitter . I just spent the last hour of a wonderful nap with baby thinking about honor killing ."
7,Baking and marking tests :) can't wait for tonight ! #melsbday
2,Police became increasingly concerned for their prisoner ' s health over the weekend .
3,Im so tired . Then i got work and a long night tonight . #Itwillbeagrandtime
0,"I know where to put my card ! Stupid machine , talking to me like I ' m an idiot ..."
3,Not cool being this cold all the time . I 'm literally blue and the heating is on full blast :|
5,"When a friend , who has been with me at school , failed to make it to university ."
3,Someone from Abercrombie just came up to me on street : said they were recruiting & did I want to work for them . Best evening ever ?
3,"The holiday season really sucks when your single ... have no fear tho , soon it 'll be Valentines Day and you 'll really feel like shit ."
3,When I won a tennis match .
5,@USER omg cake would be awesome ! I have n't had it since my sister 's birthday ):
7,WHAM'S LAST CHRISTMAS IS TRENDING * O * i 'd be listening to it if i was n't listening to the mars volta
7,"Your driver today is When you get on the give him a by saying "" Hello Paul ! "" #Brighton #Buses"
0,I have a complaint to make . I 've just been badly treated by a rude maid .
2,He talks about and #toxoplasmosis : poor mouse staying still in front of the cat whereas it should run #MFH2011
1,"! ! RT @USER : Ughhhh , I HATE Potato Salad & Macaroni Salad !"
3,"Talkiing about the past happy hours with two friends at night in a camp a few months ago . We shared our feelings , notions and every hidden anxiety . I thought that they cared for me and I was very happy and satified ."
1,I FUCKING HATE PUBLIC & SCHOOL BATHROOMSSSSS ! ! Themm shitsss ME !
3,Trey Funny As Shit For Real
7,I hate wen dudes act like dey dick big knowin its lil
4,Excuse me . Could you please take a picture of us with this camera ?
3,"If you get something other than a hug / giftcard for Christmas , I can promise you I spent a hella long time looking for it"
2,More stoked to nerd it up on Twitter anticipating live @USER results .
7,"@USER Hey man , have you seen the new norml.org.nz , forum has gone thank god . I actually got more abuse than you bud ! !"
7,I 'm Too Excited For This Weekend Baby ! ! ! Waaaaaaaaaaa
2,"One morning of hard graft left , then 8 days of sun , food and bevy . just need to get through the plane journey , scary shit that like ."
3,"The final marks were to be given in the morning . I wanted to get there late because I was very afraid . When I arrived there , everybody was very happy and I had also passed . We had a wonderful time all day long ."
3,i think i 'll make a rice pudding too with jam :)
4,"Bye , mom !"
5,Could happily die but would n't die happy .
0,This week an irate mother reportedly stormed into a London school and hauled her 15 - year-old daughter out of a class in elementary sapphism .
3,Great evening of friends and fam . Slumber PARTY AT boozers and I get air mattress in my closet .
7,"Shit , made a play in 4th quarter when it actually count ."
5,I hate to say this but Edward Cullen seems less handsome in this movie . :(
3,When I passed my Primary school leaving certificate and selected to go to a Boarding secondary school .
0,My friends promised me that they would definitely call me to tell me if they were visiting me or not .
7,best part of the day is opening the third floor quiet section door with @USER and @USER waiting there for me .
5,has had a great day . Does n't want jiggs to leave for work
3,"@USER call a shrink , then jump him !"
0,"I was having an argument with my brother on his behavior , then we started fighting and I got annoyed at him because he started teasing me ."
3,When I got the positive result of my examination to achieve the Bachelor Degree in Plychology .
0,"` Good heavens , no , lady "" came the indignant reply ."
3,My 3 children - each top his class in the final exams 1984 .
5,"Yes , chicken . Grandpa no like turkey ."
3,The day just gets better ! Have got home to a power cut ! Neighbours burglar alarm is going mental and no sign of the power coming back
7,It 's always a little frightening to stick your hands in the pockets of a jacket you have n't worn in a year . #itsnevermoney #
3,have had a handful of really good days this year ~ today was one ~ determined to make 2012 full of them so much so my heart will burst with
5,the depressing moment when you lost a follower ...
3,I always tear up watching Eternal Sunshine of the Spotless Mind :')
7,"De toptweet van dit moment gaat over Xmas , terwijl Sinterklaas de volgende weekenden al mijn aandacht gaat vragen #gedichten"
2,"I 'm looking right in the eye and sayin ' "" Get The Fuck Out My Way , I 've Got Things To Do ! """
5,"By calling on his fellow socialists to perform the equivalent of a collective hara-kiri , he paradoxically appears to have given them back hope of a new life at the moment of their deepest despair ."
