emotion_label,text
anger,i just want to sprinkle my pepper chunks in his coffee!
sadness,"i'm strong as a rock but i tell you, i do break down when people throw me down.. ☹"
joy,"sweetpotato pie, scallop potato, lamb!"
anger,-we all dill with it..but don't know how ta handle it..
fear,police became increasingly concerned for their prisoner 's health over the weekend .
joy,well time to clean fire trucks.
joy,please do that . i can't wait to come back again . the performance must be really amazing .
fear,staying alone in the room after midnight and reading horror stories.
fear,"after seeing a terror movie at the cinema, i was so scared that i couldn't even drive the car into the garage. i often thought about the film afterwards, hoping such things couldn't exist in the \real world\""."""
sadness,rt @iretitheguru: the main people you look at for..are the ones that bread on your name!
surprise,@geluidsman_ron goh dat vind ik nog eens aardig van je. helaas moet ik er zo wel uit. moet nog aan de knutsel
disgust,"i am not the slightest surprised to walk around school to encounter laker haters, but knowing the commissioner is one too?!"
sadness,i felt it when i was at home and saw a discussion without sense between my parents.
anger,"no , we got no receipt , but we paid on the spot ."
joy,@geniuskenty2k oh damn! i made it to your twitpic!!!!!! holy crap!
neutral,you got it .
joy,and todays the day i find out if my kidneys failing..
sadness,i hate watching movies set back when women didn't have rights. they never get to be with the men they love
joy,i love when you get a really good song in your head - not a bad one #happiness
anger,"so the day after my class ended where i needed file support in the app, the update brings it."
joy,@therealfrankiej celebrating your birthday &amp; droppin a new album? livin life w/mad style ;) happy birthday!! xoxo #success
anger,someone spread rumours about me.
fear,a night out watching airplanes! if only i cud enjoy getting on it as much as i enjoy watching it fly across the sky
joy,equals trader joes's candy cane joe-joe's! get them while they last. #ilovechocolate
joy,nothing like coming home and finding the cats have emptied the kitchen bin all over the floor
joy,"when i passed the whole weekend with my boyfriend, coming back home on sunday afternoon he met my parents for the first time."
anger,"you ’ re unbearable ; you can walk home , i ’ m leaving ."
fear,"there was considerable public disquiet anyway , but now that bugger parkhurst has panicked the entire country , we are going to have to lie very low . """
sadness,"ahh. i can't escape the men graphic tee, distressed cuffed jeans, infinity scarf and boot look outside of work. lol."
fear,i was very scared at the time of the ty.b.sc examination as i had decided to get 1st class results. i was afraid thinking of how the papers would be.
joy,i have my junior meeting today
anger,everytime i think of you... i get a burning feeling inside . i think that might be . so i'm lettin it go along w. u
sadness,i was told my girlfriend was speaking ill of me . that ’ s a real let-down .
joy,i look extra disgusting today.
sadness,reliving it all...documentary of driver of all times...
anger,and why are you yarning now ? are you bored ?
fear,@anne_ju_brun exact en plus ! (genre quoi t'es une espionne? )
fear,"i feel a certain strange surging thru my soul....., yet it feels so off-limits..wht do i do... wht. is there to say?"
surprise,@hobble_meow amen amen amennn. @elizabethharms guess what your missing out on?
anger,"oh , shut up , roy ."
anger,is the root of all even. i'm so freakin freakin out. i want to jump through this tv &amp; i want to take over as offensive coordinator.
fear,"i feel dreadful, though not as dreadful as my married colleague who spent the evening rubbing the crotches of men in the office."
sadness,i said no to the same boy like [NUM] times last night!
sadness,"her fingers tightened on his hands , hearing the anguish in his voice ."
joy,@movemeantto of course folks get to *vote* for ugg. at least they did in toronto. city certainly has a caveman in charge.
sadness,@_serie_a that's all you've been able to extract from bojan's open letter to gazzetta?no comment...
sadness,last day with all the cool kids in my class
joy,another day down....i am closer [NUM] buying my n9 :)
sadness,"sorry , sir . we receive credit card and cash only ."
neutral,"ho , no !"
joy,"there was a cool mockery in his deep voice , and she turned to glare at him , hating him for the fact that he seemed to be deriving amusement from her discomfort ."
joy,i rejoiced when i heard them say 'lets us go to god's house'
neutral,i guess so .
joy,on december the 28th i was filled with joy when i was told by my bosses that i had been selected to attend a course at the school for health scienced in london.
joy,"elizabeth 's face lit up , as she told him of martha 's excitement over the clothes sent by tamar ."
sadness,the moment when ur dress wont fit cause ur butts to big
shame,"several of the men , though none of the women , made embarrassed noises of dissent ."
anger,"` then you can do so today -- at the barbecue , "" lucy hissed , suddenly infuriated with them both , although more so with silas than with doreen ."
joy,i cleaned the new house for [NUM] hours today and moving tomorrow.
shame,americans get so ashamed about that kind of attitude .
sadness,is my ginger gal at subway transferred. now i have to spell-out my order every am.
surprise,@gamble_85 ik! miss you too. i know you liked seeing me while walking off the field :)
sadness,its a lonely world this that we live in
fear,is the cheapest room in the house. i would like [NUM] see u living in better conditions.~hafiz of persia @atafyfe #afraid
neutral,oh yeah ?
fear,"but in my case , the fact matches the theory . mike is humorous , energetic , always as fresh as a daisy , but probably too ambitious . it frightens me !"
joy,i understand .
sadness,determined to make my mom's birthday great cause she'll be all depressed since my dad isn't here
neutral,my car run out of petrol .
fear,starts with !! fear leads yu into failure ... #bottomline never be a afraid of rejection that fear will make yu fail!
sadness,@matthewallin alt + [NUM] = hash key .. enjoy the cricket!
surprise,when someone asks me to take over a case i don't go back and double check the work. i trust they did it right. trust people!
anger,who .put.their.plate.of.food.on.my.drumset? .................
surprise,dude i'm late ! jte retrouve sur le tapis de course !
fear,that awkward moment in when mark wahlberg stares angrily and punches his chest
neutral,honey ...
joy,discussing osbournes mini budget in economics. making labours case and @edballsmp [NUM] point plan to a room full of unpolitical students
fear,when i was involved in a traffic accident.
sadness,wishes @markchapmanband was playing while i'm home this weekend...
surprise,"sometimes your are made for u, your path is laid out in front of you. take push urself, urself. &amp; be happy."
joy,"@dondellawho morning, what a good weekend we had. rvp's belter then stoke managed to put spurs in their place"
sadness,i'm afraid i can't . parking is not allowed here .
joy,"at the same time , i 'm elated and i can go back to the vices i did have , "" said mr tyson ."
joy,when i came again in contact with a girl i liked very much. and most important she also liked me.
anger,"this summer i got into a fight with one of our patrons (at a theatre). he hit me and i hit him and her friend, he hit my friend and we all hit eachother."
sadness,i feel physically sick after the way that ended.
joy,"i had not seen my brother for five years as he was not in spain. when he arrived at the airport, i felt great joy."
anger,"when i came for the lesson, it was cancelled and i had to fill in a questionnaire instead."
sadness,"his anguished voice tailed off , to intensify the effect ."
disgust,he felt too let-down and disgruntled .
joy,peanut butter and coffee
fear,quite a few of my classmates had done their speeches and i was getting really nervous as the day for my turn drew closer and closer .
anger,"at least if there 's a human being there you can talk about the deal , says legal & general 's michael payne with just a trace of exasperation ."
sadness,"many depressed people just withdraw into themselves , they may sleep a lot in the day but have wakeful nights ."
fear,hot5's competing at the petersen event center tomorrow!! come out and support them!! this
sadness,@drinkdatnatty thats literally the definition of my life these days..
joy,i hear the beaches in thailand are beautiful .
joy,just gave my grandma the ipad2 we bought her for xmas! :) she was so surprised!!
sadness,my dog has an ear infection taking to the vet now:(
surprise,viendo a @mariaesalinas en con @shakira wow !! yo crei saber todo de y oh ;)
anger,when people would tell me that my ex-girlfriend was playing around on me.
neutral,yes.my face even ached in the icy wind .
joy,"` we are delighted to help the museum extend its collection , "" said mr watson ."
sadness,when my father died.
anger,it kills me to think of a [NUM] year old video taped doing sex acts. &quot;@bachelor_pgh: @dawnparasolick yeah that's really messed up&quot;
sadness,day after your birthday/christmas= worst. days. ever.
fear,the @officialpwg pictures will be up tomorrow. will try not to flood my timeline but it wont happen
fear,"oh , that scared me ."
surprise,@kayla_logann pretty sure you need to breed your new pet squirrel and give me an offspring. to your dad.
sadness,i've searched everywhere . where on earth did i put it ?
sadness,if you've never liked nickelback then you pretty much wasted most of your life .
joy,"figurative arts , even more than poetry , expressed the mixed feelings of elation over past victories and fear of future incursions which the celts inspired ."
joy,nobody up worth talking too so back to sleep i try to go!
sadness,"for example , mildly depressed and tired old people used to be given amphetamines ."
joy,the most powerful gift of life is love #happiness #spiritual #women #men #wisdom #empowerment #quote #life #enlightenment #peace
disgust,i wish everyone could see the look on the face of @annmariebrok as she listens to 'wait' from ying yang twins for the first time.
sadness,high school is going by way too fast
joy,two classes. orchestra. &amp; a meeting for work
joy,"why is it that..lots mij wakker maakt als ik laat les heb? [NUM] om te gan eten, den ander voor de trèn, of om zegn dak op fs ingelogd ben"
neutral,so you are .
sadness,"weehh, ricki lake made derek lose :'("
joy,"jesus said, &quot;let your light shine before men, thay they may see your good works &amp; glorify your father.&quot;"
anger,"and while she sounded sympathetic , she was in reality infuriated with doreen ."
joy,its december &amp; xmas &amp; the bfs bday &amp; is in the air @theellenshow it's the most wonderful time of the year! #12days
fear,"i cant wait for the future though, ive been wishing for some things but now im used to those"
anger,"my hands dart indignantly about my desk as if they were offended mice , opening files , annotating minutes , picking up the receiver ."
fear,"too weird to live, and too rare to die."
fear,"raising her eyes , she stared in rather horrified fascination at the opening door ."
sadness,the zombies in the upcoming world war z film run.
joy,to see a kid dat was born [NUM] feelin dr dre's chronic [NUM] now... #beer and a chic to be organized for him.
surprise,excited for friday(: i love my best friend
joy,hooray! woke up at [NUM]:[NUM] and still finished my paper just in time to get ready for my [NUM]:[NUM] lol
joy,break! an angel is standing next to you. just say 'yes!' &amp; it will give you a hug. #ljb
anger,"i coped at the time but now , five years on , i feel guilty and resentful about the whole affair ."
surprise,when the words you're writing don't pass through the part of your brain that actually comprehends them.
sadness,i wish i was at least a tiny bit artistic :/
joy,my coffee man just put sneaky smiley face on my coffee cup!
sadness,that moment when you finally accept the truth that you aint shit to her and you never will be
surprise,goedemorgen..op de dag van de plak en knutsels! oftewel hoe genadeloos kunnen we zijn naar dierbaren toe #sint
sadness,..army mania haircut και μια μέρα ακόμη σαν πολίτης
sadness,the poem interlocks the narrative description with mariana 's own sorrowful moans .
joy,"i found that most parents were initially rather shocked at finding out their daughter was pregnant , some cried , some got angry , some were very matter-of-fact , and some were quite pleased ."
sadness,"ur leaving me behind, lying to me about why u never reply to my messages... but i'd rather tell twitter then tell u and lose u.."
fear,i remember my nextel would play her ringer &amp; i'd start sweating lol. @getrchordieasap know what i'm talkin bout lol.
sadness,three of our candles are in this colour to represent our sorrow for our failure to love in so many parts of our lives .
fear,"&quot;@revrunwisdom: not afraid of tomorrow, for i have seen yesterday and i love today #less&quot;"
joy,got rihannas newww cd! talk that talk! #happiness
anger,i was angry when someone stole a magazine which i had borrowed from another friend and locked it in a drawer.
fear,"i had a very horrible dream one night, i dreamt that i had fallen off a very crowded train."
neutral,i feel so uncomfortable .
joy,don't wanna sit through an hour of geology. running on two hours of sleep. still have to study tonight.
surprise,@mrspidell hell yeah! lmao i'm doin it on my side lol
fear,i live my life in cuz @imawalkinglick ain't tryna get stung out here ya feel me
sadness,apparently my english teacher&amp; his frnds watch kids movie &amp;sing along once a week to remind them of there childhood
anger,stupid drink machine stole my dollar.
fear,when i was attacked by a teenage boy and had my wallet stolen.
neutral,"at school , in china.this is my first time to be out of my own country ."
surprise,i tell you i was flabbergasted and right terrified out of my wits .
fear,a man in a car was following me when i went running early one morning in a fairly secluded area.
sadness,my computer no longer functions without freezing every time i click on something
sadness,my mom - &quot;do you think that case can hold [NUM] pounds on it?&quot; &quot;mom. i weigh [NUM].&quot; #mymomcalledmefat
fear,my friend is very anxious about your welfare .
anger,something was stolen.
joy,"after my vacations, one day after a lecture it occured to me to buy a rose for my mother. we went together to a pub and my mother told me that she would be getting married next spring. i did not known about it and so was all the more glad."
surprise,et l'acoustique pourrie va nous obliger à changer toutes nos intentions de jeu.
joy,"did very, very well on a physics midterm."
fear,"i hate when i like someone a lot , bout to back away"
fear,fear to come and live in nijmegen.
joy,funny how much more i the warm rays......in #sunshine
joy,"break! imagine a shimmering waterfall. it clears body, mind, spirit. let it wash thru you. feel the release. #ljb"
sadness,i should've just stayed on the bus .
anger,"fear fingered ruth again , and she suppressed a futile burst of anger against adam ."
joy,"may expand in your heart &amp; life today, spreading to all around you. #ydb #blessing"
surprise,"van spanje tot down under staat een klaar, gelukkig zonder aldaar. van te voren alles op een rij dat maakt je toch #blij"
surprise,"but why they telling me all the names of these niggas that pose to be gay in the township , ! yuee will be"
joy,&quot;give it two months but if it's like mine.. prolly a year :/ &quot; lmfaoooooooooooooo
joy,@justdavexxx i heard the hell out of that!.. i get to go hang out with a mixture of drunken red-necks and drunker italians all day..
neutral,what is it ?
joy,my best friend chosen for your english lectures.
joy,bed time now up in a few hours for [NUM] hours of college
joy,"thank god my car is fixed- public transport's shit- packed, stinking trains- freezing cold, dark, damp and now a bloke heavily snoring"
sadness,people always turn out to be the person they said they wouldnt be.
surprise,so apparently the phgy kids once secretly sent a strippergram to the anat214 female genitalia class. !!!! poor prof
anger,after many tweets lindsay lohan still doesn't follow me on twitter........ what a stupid bitch.
anger,"his granddaughter 's anger , so like his own , took some of the sting out of ballater 's wrath ."
joy,just been at my grandma's for [NUM] and a half hours:|
joy,@annshoket please follow my charitable organization @crds4hosptlkids!! we give kids &amp; #magic through cards!! #17giveback
joy,"the highlight of the whole tournament -- almost irrespective of their performance on the field -- will be south africa 's emergence from the woods , a coming in from the cold which is generating a great excitement ."
neutral,"no , why ?"
neutral,i have had disagreement with every director . i ’ ve worked with . we ’ ve always disagreed in a friendly way and we have always resolved our differences . it was the same when i made this movie . i don ’ t no
joy,"school is coming back up, guess i'll start preparing myself."
surprise,had a test today. but i still kicked ass
joy,i adore my art &amp; history of art teachers.
joy,"work is soooo slow, ready to have a great saturday"
joy,"but do i take delight in pushing you down , making you worse ?"
joy,every time i post several conservative tweets in a row i lose followers. well you know what i say about that? good riddance!
joy,when i finally got a job after days of wondering whether i would be hired or not and counting on the money that it would bring.
anger,; why doesn't my dvd player work properly???!! #hitthedvdplayer
surprise,this whole ashton kutcher divorce thing is really getting to me. he's supposed to be a cute dork not a disgusting douche.
joy,esta bien exagere con el lesbianismo @roberdanse jajaja pero me remite a un trailer super equipado y [NUM] kg de tortilla
joy,"welllllp, one more free day/night tomorrow, then serving greedy asses friday-sunday!"
joy,"red wine, trash tv"
disgust,just watched an interview with jerry sandusky and he is so full of bs. [NUM] people didnt lie about u raping a kid.
joy,daily argument between my mum and brother
sadness,"i might have felt a little downcast at that point , only the evening had made me feel more encouraged about my prospects with her than i 'd felt for some time ."
joy,finally home. time to sleep until i have to get up for work :(
joy,taking nana christmas shopping...
joy,"inter-national sports events won by my favourite national team or player brings me joy, e.g when india won the world cup cricket match."
joy,detention with mrs.wilcox tomorrow
joy,got to serve thanksgiving dinner to a little girl who has never had a thanksgiving meal before.
joy,church &amp; brunch with the fam then off to mt pleazy to study my life away
fear,test grandeur nature des nouveaux horaires de la je suis tout peur
sadness,@megjane25 gotta work on this victoria secret body of mine
joy,tomorrow begins hell week..... not sleeping until next week basically
joy,"@lulubetsy thank you for the beautiful, inspiring and thoughtful necklace and card. you are incredible and it means the world to me."
sadness,i was the most happiest girl in the world cuz' i had bet :[NUM] but now i don't have it i'm sad...:'(
surprise,i can not wait to reveal my special outfit for @chio_mtsu christmas
disgust,you think you've seen it all... and then a man sit next to you on the overground and flosses his teeth with pleasure. -.-
surprise,"sleepin on the job , gets a tap on the shoulder , lifts up head &amp; says &quot;amen&quot; ! lol"
joy,"gotta clean my car,fix my phone screen&amp;get some christmas shopping in all in today's agenda"
joy,anna and i are hanging with the bailey bunch at the u of m volleyball game.
joy,i am at kalibata mall. dinner with interior designer (project room of es #sob)
surprise,unlocked my house door and there was a kitten sitting in my living room #socute #whereyafrom
anger,a fatpig like kenny should roll himself in a pool of syrup.then lock himself in a cage under the sun. let some red ants bite him.
sadness,"[NUM] hour choir practice? no, but really? #bestbeawesome"
joy,time to tackle the ubc application!
joy,i am open to all the good of life! @yummyquotes #faith
joy,"day before yesterday my mother bought me a new pair of shoes, without my having asked for them. she told me that when she saw the pair of shoes she felt like buying them for me. i really liked the shoes and they made me feel that my mother cares for me."
joy,@apoloohno decorating christmas stuffs and tree to look beautiful for !!!
joy,my sissy in law been cooking all day .
sadness,"` the popular story is that he was so heartbroken he ran off to join a religious order , and has since been ordained . """
anger,#sad #lonely all of those you can find down on my profile! enjoy ! -__-
neutral,and that ?
surprise,lmao rt @aintnobitchinme i clicked that link thinking it was gonna be food...it was me #lol
surprise,"idc, marry the night is easily the best song released this year. #popoverindie #gagaoverm83"
sadness,@btdubs_yes so i suppose we won't be moving closer together anytime soon?
anger,"in the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room - it was the morning service at its loudest."
joy,i have learned to be content in any situation &amp; i thank god for peace that surpasses all understanding
fear,and you feel anxious about getting the first lot of seeds sown out of doors .
anger,i got carried away . i made such a fool of myself . they were both laughing at me !
sadness,"if i had to rate the air quality in today, i would give it an f with a point value of -[NUM]. yeah, it's really bad today."
joy,at the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness .
fear,god please shine your grace and mercy on this oddly looking lady that's about to cut my hair. great clips!
joy,"gtl - gym, teaching, long shift at work"
disgust,so our screening has been cancelled to make way for a third simultaneous screen of . screw you vue. #breakingyawn
fear,entering railway station toilets. the same sense of trepidation you feel taking your seat in the home end for an away fixture.
fear,i was watching a movie alone - it was a horror movie. the music was a deep pulsing type - not really music. and a light flashed on and off. it was in the complete darkness of a movie theatre that was almost empty.
fear,"why people , nervous that their little town was being made into a prime nuclear target , should be less nervous for getting a closer look at the cause of their fears is a question not easily answered ."
joy,when i get a hug from someone i love.
surprise,just got by my galfrend coz i ddnt invite her to my party! how dope!
neutral,for what ?
joy,awesome night :) now i have to do my history paper this weekend
sadness,"even the prince of wales , depressed at the thought of the ordeal to come , cheered up at the sight of the food ."
disgust,have you ever been in that situation where the best thing to do was the hardest thing to do??? smh
sadness,"@lauren_frost it was?!?! what the heck, man! i always miss it! haha. - you guys need another reunion!! :)"
fear,"y a @idfrabbi , qui se définit comme friend of the israeli soldier and mossad agent. qui me follow sur twitter. #9faret"
disgust,oo the other week our history group sat in a court case with child abuse.. the mother got [NUM] years &amp; the boyfriend got [NUM] and a half.
anger,"but , despite his annoyance at being seeded no.[NUM] to baddeley even though he is the present no.[NUM] , he declined to labour the point afterwards ."
anger,my class leader told me i am not chosen for your english lectures.
disgust,this kid farted in front of me while i was taking my test
joy,why would i nap from [NUM]-[NUM]...cant sleep now and have to wake for a track meet in [NUM] hours...
joy,"basketball games all day for the lil brothers,"
fear,rachel and her mother looked agitated .
anger,"there is a lot of pumpkin pie cans in the kitchen, but no pie yet? what is the deal? @melanieslates"
joy,[NUM] minutes till da willard kitchen is being graced by my presence!
joy,"i dislike gold days, more than i dislike purple days."
surprise,@caleglendening true. we had them fooled. it is real people. cale glendening is the father of my children. and i… am a woman.
surprise,you walk out the shower in a towel n theres boys gettin off the elevator #caughtoffguard lol
fear,the cloud just asked me lotza personal questions re: myself. been avoiding upgrades awhile due 2this #cylontakeover #fb
joy,metal gear rising being made by the bayonetta devs? yes please!
fear,"the day i first met you, you told me you'd never fall but now that i know you, i know is what it really was!"
anger,oh shit! i can't solve the base!
fear,people are becoming more and more concerned about the healthiness of their diet and way of life .
joy,got a letter from @hbumcyouth this afternoon. brightened my day after taking my third final. thank you
neutral,no regrets ?
joy,i walked in on an [NUM] yr old man using the bathroom first thing this am
fear,"i don't much, but i'm very much afraid of what i'm starting to feel"
sadness,@optich3cz now how am i going to waste away my time at work without optic videos?!
surprise,happy birthday @crispysmores18 love you!!
anger,[NUM] stages of grief: f*ck you nbc and your f*cking hiatus. you're the worst. #savecommunity
sadness,&quot;@afrolicious: nigeria passed the anti-gay bill. and so it's begun.&quot;
surprise,i'm hungry tonight with @dazbrooks. don't know what the food theme is
disgust,@dpmoffice is that to make up for the hope lost by rogue employers being able to sack them for no reason for [NUM] yrs. shame on you!
sadness,when i learned that my dad had cancer. i knew he was going to the hospital for some tests. my mom told me when she picked me up one weekend from cal to take me home.
fear,"hahaa rt @datnigganoah: chelsea i reject you ever meeting any of these teams in the near future,god forbid"
joy,she did not look like a happy woman .
surprise,is waiting for his sexy gf @lucybumster to come home from hope she likes my surprise.
joy,@_thevisionary lls she followed me...so i followed back...i dont pay that girl no mind &lt;---that better?
sadness,you know its bad when you know to dude you leave in a heart beat for a stripper only if she gave him a chance
sadness,guy i cared for went back to canada to live.
surprise,i was confused as to how one water bottle in my car was frozen and the other wasn't... until i took a sip and it was vodka
anger,messages are a constant from the and today from the so-called progressive wh. #sheparty #waronwomen
joy,"` he didn't seem too delighted to see you , "" said betty ."
fear,"after a basketball, shower and beer run-break, it is back on. #weallfloatdownhere"
neutral,which pair of jeans do you like best ?
sadness,"god, don't show me any more i don't think my heart can take it."
surprise,@korrr_h ah pink&lt;[NUM] im thinking darker hair. and some purple. ;)
joy,rt: @gg_quotes: three words: gossip girl monday.// @nataliagc :d
fear,"@thereidreport many times parents &amp; counselors are not involved. or if they are, it's too late."
anger,is wat i feel wen i do rite by my child baby mama try make it seem different
fear,accountants inevitably greeted the court 's finding with some disquiet .
joy,sounds good .
joy,sharting great expectations today
surprise,"lord help us all, baby boy is comin on bet!"
sadness,"i'm sorry , this is our rock bottom price ."
anger,bitch stealing the coat i wanted in topshop after seeing me wearing it.
joy,"my night will consist of the big bang theory, illinois vs maryland, duke vs ohio state, and to top it off, victoria secret fashion show"
sadness,when felt lonely about writing my family.
joy,"i am calling to inform you that we're happy to have you with us . welcome aboard , i'm sure your friend would have given you a lot of information of our school and its motto , ways of teaching , etc ."
joy,i'm currently salivating - it's only [NUM] more days until @loblawscarlton opens - and only a mere 300m from my front door! #wontmissmetro
fear,"if these movements mean nothing, why do police raid them in the middle of the night &amp; try to censor press in the process?"
fear,"` are you telling me you were concerned for my soul ? "" she mocked ."
disgust,so my room ranks. &amp; i think it's my roommate's food under her bed.
joy,feels like the inside of my train bogie has turned into cst train station!
disgust,then there are those obbz who offer you a shot in return for a lap dance
joy,oh yeah and final speech tomorrow plus two more days of mrs. greiner. #sarcastictweet
joy,"over [NUM],[NUM] words later i'm finally done! now to wake up early tomorrow to practice the [NUM] minute speech."
joy,i'm noticing a pattern. and i don't understand it
sadness,atleast we got a glimpse of nice weather
fear,is it gonna hurt ?
sadness,finally back from class but no time to snuggle up in bed :(
joy,give me that i can't explain....&quot;give that&quot;... #mailimusic #kirkfranklin
joy,"walking along the beach with a friend (another girl), talking, picking up shells, laughing, chasing seagulls."
joy,"` now that i 've seen the finished copy i 'm delighted that i encouraged susan to write it , "" said mrs major ."
sadness,@cloverhunting it's super easy one your get the hang of it! o/ the only thing is sometimes the quality doesn't turn out great
joy,up till like [NUM] [NUM] tryna revise for a test first period. super tired=wake up late=no breakfast=late for colly=miss the test anyways.
sadness,@jokatledda anong subject yan dear? wala pang ngayong week noh?
joy,hahah. of course i'd forget my key when no ones home!
anger,asher's been begging for a christmas tree since halloween. husband says he's not buying one. wtf?
joy,well its half [NUM] in the morning and cant sleep
surprise,"rt, follow @unitednude and win one of the [NUM] special collector items that we are giving away to our twitter friends! #rt #win"
joy,had a great day now it's time to turn in and await on the new day tomorrow
sadness,"sometimes when i'm sitting around, i randomly shout, &quot;god dammit, kurt. why?&quot;"
surprise,is miller considered as alcohol these days? lol so much for quitting drinking... this [NUM] is taking forever to finish. lame party!!!
joy,i couldn't agree with you more .
neutral,thank you .
fear,"the biggest prison anyone can live in, is the of what other people think. change your thoughts, change your life."
fear,a close relative of mine died in a serious car accident. i was one of the first two people to see the corpse and i had to do it. before going in to see it i was afraid as it was the first time that i was seeing a corpse.
joy,i can't wait to be in awkward situation next period #sarcasm
joy,have a nice day my friends....beautiful wednesday for all my friends in twitter
joy,i feel like will smith in scene from pursuit of happyness when he's crying &amp; walking.
joy,"&quot;life's better when you share it with others, especially when they don't know what can give them fulfillment.&quot;"
joy,"@jeanniehor thanks hor! :') i need to do well, then. i'm done. done. with piano for the rest of my life yippeeeee! :b"
joy,full night of homework ahead of me
anger,y i'm single.. and the fact no one has stole my heart
joy,@thebodyshopuk being with my grandchildren bring me joy i love spending time with them :))
anger,my boyfriend breaking up with me about [NUM] months after i had an abortion. just the fact that he was ignoring me and continued to do so.
sadness,i cant find my remote and i dont wanna watch this channel :(
surprise,wait... the mall is open until 10pm tonight?!
joy,"i won't be able to sleep because i know that due to my new assignment, my pay will be wrong too this month."
sadness,he was so miserable .
surprise,"thank you god for the acceleration, my amazon package is expected to arrive within a month, yet it has arrived after [NUM] days only!"
surprise,cookn up a for all my djs &amp; music lovers' too!... who am i!?... is the question of the day!!!
sadness,"i saw a dead child which was not covered, it had been knocked down by a car."
joy,aticle published.
fear,the lord is my light &amp; salvation-whom shall i fear? is not an option! #fearless!
surprise,"ure a dummy! but u knw that.rt&quot;@xesivkush: hahaha rt @hopeyphly: we call it rape...they call it suprise sex,really?!!! ya neh 0_o&quot;"
joy,"last meeting of [NUM] is tomorrow!!! caldwell hall -rm [NUM]- [NUM] pm. be there for shirts, food, and the legend himself, bob furnad."
neutral,"yes , there is . teenagers do not want to live traditional lives . they want to go out , have fun , and explore the world . they want to develop their own view of life . parents usually try to discourage them , but they don ’ t often succeed ."
joy,being made to watch health and safety videos at work.
sadness,i'm sad right about now! god works in mysterious ways! it does not make sense right now but it's all part of gods plans!
sadness,i want a flash mob to perform for
fear,“@morr_ell6: can't wait to watch factor again #tomorrowat8”ftw
surprise,found a brand new yoga thong in amongst my normal underwear #winning #yogathongmostcomfortablethongintheworld
anger,"@wojyahoonba can stern be ousted? this is ridiculous. lockout didn't turn me off as fan, but this is beyond. much worse imo."
joy,im hot af... time to open the window &amp; let in some cooler air!! and i need to be callin it a night cause i have an early morning...
fear,"been watching gshore series1 all day... never wanted to put loadsa tan on, hit the club and pull some lads so much in my life"
joy,"well, well, how great. mom didn't left me enough money for my train today, so i can't go to uni."
anger,@ericmorra4 has a problem with whipping people with headphones #cranky
sadness,@illestmc_tas i'm not a cool kid like you with your screen shots.
surprise,"bought some christmas crackers for the first time! what's in them, usually?"
fear,dear pls watch the game tonight &amp; stare @ every caps players like the time u froze your food by just staring #nhl
anger,fucking barber. i swear to god.
anger,"it was after noon by the time we actually got sorted , much to the annoyance of the lady from the public relations company who had hired us ."
joy,look behind us at the mountains ! they're reflecting pink !
neutral,i promise .
anger,"indignant over suggestions that the prime minister has replaced his jaguar with a rover , nigel lawson can at least draw comfort from the fact that he is a wanted man in the city ."
sadness,i wish she would just relax with things and trust me!
sadness,"let me see ... oh , i am awfully sorry sir ."
sadness,staying up too late to watch the half blood prince. dumbledore is dead. #abcfamily #harrypotter
joy,the severity of your situation doesn’t change his status–he is still god! @christfollowbac
fear,"not afraid of tomorrow, for i have seen yesterday and i love today #less"
joy,that's my favorite .
fear,"wasnt old enough when pac died, ima make sure im around when @liltunechi does, cuz the list goes on for all the things he showed us."
joy,"oh, ohhhhh. found some chocolate hobnobs stashed in my room,"
surprise,so the waking up early to do homework thing didn't work out..
joy,almost time to go sit on my ass at practice!
surprise,rocastle got a page long interview expressing some puzzlement at wilko keeping him out of the first team .
sadness,my phone is inactive so i dont get @curtmega 's tweets unless i check twitter :/
surprise,mrs syms 's astonishment at her appearance was almost comical .
surprise,as he looked around he could not hide his astonishment .
joy,"he shall give his angels charge over you, to keep you in all your ways. in their hands they shall bear you up....ps [NUM]:[NUM]"
sadness,just learned my sil's grandmother died yesterday. she was [NUM]. #longevity
surprise,"“@osundell: @erissve alltså, detta kommer kanske som en liten chock, men: jag har faktiskt också haft sex.” fyi - jag med"
joy,dan wood on ssradio deep &amp; soulful #house
sadness,"you ain't gone and got yourself worked up into a glum mood , have you now ? """
sadness,just made it north of the mason-dixon line #missingthesouth
anger,what a great day! sepanjang perjalanan ke office diem dieman oke jabanin sampe kapan bisa diemin gue !!
fear,i've told you a thousand times . i don't want to go in the haunted house.it ' s too scary !
neutral,we don't .
joy,i love it when you paint your nails and none of them smudge!
anger,it was necessary to organise a competition in connection with a celebration. everyone was to be present at that event. it turned out that there was no audience at all because everyone had pretended to be very intelligent and no one had come. i got furious.
fear,i feel very nervous about it .
anger,"when, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons."
joy,when i won an unexpected sum of money.
sadness,leaving the beach breaks my heart
anger,damn !
joy,while watching an entertainment program in which there was a clever and amusing sketch.
joy,this happened when it was finally confirmed that i had stood first in the university for the m.a exams. a few days before the official results were declared a clerk had brought the results unofficially. so i had been expecting the results but the confirmation allowed me to legitimately feel happy at my success.
